id,providers
91311,['Amazon Prime Video']
90748,['Amazon Prime Video']
84306,['Stan']
60599,['Stan']
132156,['Stan']
128876,['Amazon Prime Video']
84892,"['Amazon Prime Video', 'Stan']"
77016,"['Netflix', 'Stan']"
76492,"['Netflix', 'Amazon Prime Video']"
202508,['Amazon Prime Video']
301317,['Netflix']
59967,['Stan']
114150,"['Amazon Prime Video', 'Stan']"
637164,['Amazon Prime Video']
150601,['Amazon Prime Video']
132250,['Amazon Prime Video']
268831,['Amazon Prime Video']
135921,['Stan']
97683,['Amazon Prime Video']
121667,['Stan']
137144,"['Netflix', 'Amazon Prime Video']"
121071,['Amazon Prime Video']
158388,['Amazon Prime Video']
143970,['Amazon Prime Video']
134371,['Amazon Prime Video']
119278,['Amazon Prime Video']
141095,['Stan']
251597,['Amazon Prime Video']
94348,['Stan']
224414,['Amazon Prime Video']
853675,['Amazon Prime Video']
119321,['Stan']
62941,['Amazon Prime Video']
587927,['Amazon Prime Video']
140834,['Amazon Prime Video']
141099,['Stan']
37724,"['Amazon Prime Video', 'Stan']"
140403,['Amazon Prime Video']
134408,['Amazon Prime Video']
46429,['Amazon Prime Video']
183437,['Amazon Prime Video']
142931,['Amazon Prime Video']
172040,"['Netflix', 'Stan']"
154239,['Amazon Prime Video']
97430,['Netflix']
87502,"['Amazon Prime Video', 'Stan']"
165815,['Amazon Prime Video']
143295,['Netflix']
115446,['Amazon Prime Video']
168640,['Amazon Prime Video']
143569,['Amazon Prime Video']
82693,"['Netflix', 'Stan']"
127850,['Netflix']
714795,['Amazon Prime Video']
81188,"['Netflix', 'Stan']"
980921,['Amazon Prime Video']
148151,['Amazon Prime Video']
379273,['Amazon Prime Video']
49051,['Amazon Prime Video']
199565,['Amazon Prime Video']
139455,['Amazon Prime Video']
340065,['Amazon Prime Video']
153221,['Amazon Prime Video']
410301,['Amazon Prime Video']
301423,['Amazon Prime Video']
145091,['Amazon Prime Video']
136793,['Stan']
106344,['Amazon Prime Video']
401064,['Amazon Prime Video']
145738,['Amazon Prime Video']
97630,['Stan']
82687,['Stan']
173294,['Amazon Prime Video']
75780,"['Netflix', 'Amazon Prime Video', 'Stan']"
423582,['Netflix']
152980,['Amazon Prime Video']
152347,['Stan']
152581,"['Netflix', 'Stan']"
68718,['Netflix']
103620,['Amazon Prime Video']
68179,['Stan']
213386,['Amazon Prime Video']
928559,['Amazon Prime Video']
166773,['Amazon Prime Video']
1041170,['Amazon Prime Video']
999748,['Amazon Prime Video']
575634,['Amazon Prime Video']
497837,['Amazon Prime Video']
494919,['Amazon Prime Video']
375551,['Amazon Prime Video']
340958,['Amazon Prime Video']
316183,['Amazon Prime Video']
300843,['Amazon Prime Video']
299345,['Amazon Prime Video']
295196,['Amazon Prime Video']
277454,['Amazon Prime Video']
274074,['Amazon Prime Video']
273545,['Amazon Prime Video']
270999,['Amazon Prime Video']
270627,['Amazon Prime Video']
257063,['Amazon Prime Video']
242466,['Amazon Prime Video']
220153,['Amazon Prime Video']
210289,['Amazon Prime Video']
157792,['Amazon Prime Video']
142061,['Stan']
231624,['Amazon Prime Video']
158689,['Amazon Prime Video']
82682,['Stan']
60304,['Amazon Prime Video']
98357,['Stan']
74461,['Stan']
337491,['Amazon Prime Video']
337490,['Amazon Prime Video']
337488,['Amazon Prime Video']
273745,['Amazon Prime Video']
251266,['Amazon Prime Video']
321635,['Amazon Prime Video']
257064,['Amazon Prime Video']
628225,['Amazon Prime Video']
304473,['Amazon Prime Video']
271541,['Amazon Prime Video']
452241,['Amazon Prime Video']
555107,['Amazon Prime Video']
112949,['Stan']
232995,['Amazon Prime Video']
255293,['Amazon Prime Video']
224185,['Netflix']
168903,['Stan']
224946,['Amazon Prime Video']
134411,"['Netflix', 'Stan']"
172229,['Netflix']
121175,['Amazon Prime Video']
772892,['Amazon Prime Video']
172767,['Amazon Prime Video']
173189,['Amazon Prime Video']
84196,['Amazon Prime Video']
261336,['Amazon Prime Video']
230539,['Amazon Prime Video']
173228,['Netflix']
102362,['Netflix']
176238,['Amazon Prime Video']
233364,['Netflix']
179340,['Stan']
179095,['Amazon Prime Video']
178946,['Amazon Prime Video']
158011,['Stan']
97367,"['Amazon Prime Video', 'Stan']"
616786,['Amazon Prime Video']
172386,['Netflix']
49519,"['Netflix', 'Amazon Prime Video', 'Stan']"
835834,['Amazon Prime Video']
117263,"['Netflix', 'Stan']"
144340,['Netflix']
72710,['Stan']
238894,['Amazon Prime Video']
228634,['Amazon Prime Video']
49416,['Amazon Prime Video']
72559,"['Amazon Prime Video', 'Stan']"
184724,['Amazon Prime Video']
97006,['Stan']
182514,['Amazon Prime Video']
179799,['Amazon Prime Video']
184712,['Amazon Prime Video']
274939,['Amazon Prime Video']
482768,['Amazon Prime Video']
418874,['Amazon Prime Video']
126962,['Amazon Prime Video']
75612,['Stan']
224468,['Amazon Prime Video']
4258,['Stan']
231145,['Amazon Prime Video']
192738,['Amazon Prime Video']
250555,['Amazon Prime Video']
230010,['Amazon Prime Video']
251890,['Amazon Prime Video']
821932,['Amazon Prime Video']
180688,['Amazon Prime Video']
195444,['Amazon Prime Video']
87567,['Stan']
304118,['Amazon Prime Video']
103731,['Amazon Prime Video']
197033,['Stan']
219980,['Amazon Prime Video']
223221,['Amazon Prime Video']
217405,['Amazon Prime Video']
186611,['Amazon Prime Video']
174678,['Amazon Prime Video']
137968,['Netflix']
230274,['Amazon Prime Video']
378029,['Amazon Prime Video']
54138,"['Amazon Prime Video', 'Stan']"
675975,['Amazon Prime Video']
136418,['Stan']
590142,['Amazon Prime Video']
193041,['Amazon Prime Video']
64682,"['Netflix', 'Amazon Prime Video', 'Stan']"
505901,['Amazon Prime Video']
253797,['Amazon Prime Video']
212762,['Amazon Prime Video']
82992,"['Amazon Prime Video', 'Stan']"
277176,['Amazon Prime Video']
119675,['Stan']
376978,['Netflix']
197919,['Amazon Prime Video']
197624,['Amazon Prime Video']
75656,['Stan']
852766,['Amazon Prime Video']
387565,['Amazon Prime Video']
121831,['Stan']
77987,['Stan']
198167,['Amazon Prime Video']
158015,['Amazon Prime Video']
268825,['Amazon Prime Video']
229702,['Amazon Prime Video']
199818,['Stan']
200580,['Netflix']
147773,['Stan']
222370,['Amazon Prime Video']
158999,['Stan']
142650,['Amazon Prime Video']
116741,['Amazon Prime Video']
141058,['Amazon Prime Video']
230974,['Amazon Prime Video']
96936,['Stan']
49521,['Stan']
159014,['Stan']
294633,['Amazon Prime Video']
253785,['Amazon Prime Video']
204607,['Amazon Prime Video']
202707,['Stan']
391991,['Amazon Prime Video']
344758,['Amazon Prime Video']
72190,"['Netflix', 'Amazon Prime Video', 'Stan']"
191510,['Amazon Prime Video']
184149,['Amazon Prime Video']
83869,['Amazon Prime Video']
202678,['Stan']
117251,['Netflix']
204050,['Amazon Prime Video']
184125,['Amazon Prime Video']
305184,['Amazon Prime Video']
287484,['Amazon Prime Video']
401301,['Netflix']
648224,['Amazon Prime Video']
205321,"['Amazon Prime Video', 'Stan']"
199373,"['Netflix', 'Stan']"
109418,['Netflix']
77950,"['Netflix', 'Amazon Prime Video', 'Stan']"
68726,['Stan']
223971,['Amazon Prime Video']
1015024,['Amazon Prime Video']
59859,['Stan']
172391,['Stan']
146216,"['Netflix', 'Stan']"
49524,"['Netflix', 'Amazon Prime Video']"
238752,['Amazon Prime Video']
198210,['Amazon Prime Video']
209091,['Amazon Prime Video']
177699,['Stan']
205939,['Amazon Prime Video']
851257,['Amazon Prime Video']
169798,['Amazon Prime Video']
183011,['Stan']
77931,['Netflix']
520836,['Amazon Prime Video']
332750,['Netflix']
216285,['Amazon Prime Video']
136400,['Netflix']
217128,['Amazon Prime Video']
217896,['Amazon Prime Video']
214250,['Amazon Prime Video']
212967,['Amazon Prime Video']
202455,['Netflix']
146381,['Stan']
226183,['Amazon Prime Video']
354440,['Amazon Prime Video']
115348,['Stan']
215814,['Amazon Prime Video']
215023,['Amazon Prime Video']
123553,['Stan']
216652,"['Netflix', 'Amazon Prime Video']"
216553,['Amazon Prime Video']
169813,['Stan']
401305,['Netflix']
196254,['Stan']
224950,['Amazon Prime Video']
164558,['Netflix']
223899,['Amazon Prime Video']
199534,"['Netflix', 'Amazon Prime Video', 'Stan']"
294047,['Amazon Prime Video']
87421,['Stan']
702986,['Amazon Prime Video']
219899,['Amazon Prime Video']
122906,"['Netflix', 'Amazon Prime Video']"
393355,['Amazon Prime Video']
221510,['Stan']
216989,['Amazon Prime Video']
212847,['Amazon Prime Video']
260460,['Amazon Prime Video']
215946,['Amazon Prime Video']
174311,['Stan']
162215,['Stan']
484626,['Amazon Prime Video']
221110,['Amazon Prime Video']
138697,['Stan']
106747,['Stan']
91586,['Netflix']
249233,['Amazon Prime Video']
222264,['Amazon Prime Video']
146233,['Netflix']
981166,['Amazon Prime Video']
188044,['Amazon Prime Video']
169864,['Netflix']
223944,['Amazon Prime Video']
223093,['Amazon Prime Video']
146238,['Amazon Prime Video']
317885,['Amazon Prime Video']
199570,['Stan']
320104,['Amazon Prime Video']
222269,['Amazon Prime Video']
209901,['Amazon Prime Video']
109451,['Netflix']
227655,['Amazon Prime Video']
210274,['Amazon Prime Video']
300346,['Amazon Prime Video']
224290,['Amazon Prime Video']
49047,['Stan']
228406,['Amazon Prime Video']
159142,['Amazon Prime Video']
133441,['Stan']
315012,['Amazon Prime Video']
226632,['Amazon Prime Video']
489796,['Netflix']
258686,['Amazon Prime Video']
225303,['Amazon Prime Video']
107846,"['Netflix', 'Stan']"
262899,['Amazon Prime Video']
111479,['Amazon Prime Video']
297358,['Netflix']
86829,['Stan']
303286,['Amazon Prime Video']
229746,['Netflix']
439975,['Amazon Prime Video']
230222,['Stan']
166822,['Amazon Prime Video']
104329,['Amazon Prime Video']
76203,['Stan']
327749,['Amazon Prime Video']
268169,['Amazon Prime Video']
208134,['Stan']
80274,['Stan']
243424,['Amazon Prime Video']
195507,['Amazon Prime Video']
251169,['Stan']
279205,['Amazon Prime Video']
175574,['Stan']
231736,['Amazon Prime Video']
230158,['Netflix']
152532,['Netflix']
234951,['Amazon Prime Video']
287846,['Amazon Prime Video']
234094,['Amazon Prime Video']
251552,"['Netflix', 'Amazon Prime Video']"
427086,['Amazon Prime Video']
336703,['Amazon Prime Video']
232927,['Amazon Prime Video']
621049,['Amazon Prime Video']
304920,['Amazon Prime Video']
211078,['Amazon Prime Video']
87516,['Stan']
1061836,['Amazon Prime Video']
146304,['Amazon Prime Video']
101299,"['Netflix', 'Stan']"
237710,['Amazon Prime Video']
943980,['Amazon Prime Video']
226354,['Amazon Prime Video']
240215,['Amazon Prime Video']
192136,['Stan']
225757,['Amazon Prime Video']
788741,['Amazon Prime Video']
127560,['Netflix']
329571,['Amazon Prime Video']
168672,"['Netflix', 'Stan']"
172785,['Amazon Prime Video']
64686,['Netflix']
300096,['Amazon Prime Video']
273641,['Netflix']
57158,['Amazon Prime Video']
278264,['Netflix']
175555,['Stan']
249057,['Amazon Prime Video']
244001,['Netflix']
152601,['Netflix']
109443,['Stan']
278334,['Amazon Prime Video']
203819,['Netflix']
202575,['Stan']
278024,['Amazon Prime Video']
245508,['Amazon Prime Video']
169881,['Netflix']
106646,['Netflix']
245739,['Stan']
152737,['Stan']
252360,['Amazon Prime Video']
790327,['Amazon Prime Video']
242409,['Amazon Prime Video']
181886,['Stan']
752094,['Amazon Prime Video']
629999,['Amazon Prime Video']
589773,['Amazon Prime Video']
551202,['Amazon Prime Video']
534347,['Amazon Prime Video']
380736,['Amazon Prime Video']
378310,['Amazon Prime Video']
324116,['Amazon Prime Video']
318539,['Amazon Prime Video']
306203,['Amazon Prime Video']
305042,['Amazon Prime Video']
304969,['Amazon Prime Video']
301105,['Amazon Prime Video']
292013,['Amazon Prime Video']
227348,['Netflix']
233470,['Amazon Prime Video']
295821,['Amazon Prime Video']
188207,['Stan']
253150,['Amazon Prime Video']
137094,"['Amazon Prime Video', 'Stan']"
250769,['Netflix']
227783,['Stan']
250653,['Netflix']
250668,['Amazon Prime Video']
244458,"['Amazon Prime Video', 'Stan']"
253154,['Netflix']
250700,['Netflix']
250665,['Amazon Prime Video']
251028,['Amazon Prime Video']
245527,['Amazon Prime Video']
527451,['Amazon Prime Video']
225565,"['Netflix', 'Stan']"
286407,['Netflix']
97020,['Amazon Prime Video']
233487,['Amazon Prime Video']
267091,['Amazon Prime Video']
254187,['Amazon Prime Video']
217993,['Stan']
254772,['Amazon Prime Video']
137106,"['Netflix', 'Stan']"
82703,"['Netflix', 'Stan']"
248908,['Netflix']
745410,['Amazon Prime Video']
385538,['Amazon Prime Video']
255688,['Amazon Prime Video']
192102,['Stan']
387800,['Netflix']
257769,['Amazon Prime Video']
255718,['Stan']
256284,['Amazon Prime Video']
256403,['Amazon Prime Video']
239018,['Amazon Prime Video']
256464,['Amazon Prime Video']
499273,['Amazon Prime Video']
225574,['Netflix']
405634,['Amazon Prime Video']
285595,['Netflix']
86834,['Amazon Prime Video']
258508,['Amazon Prime Video']
257245,['Amazon Prime Video']
257235,['Amazon Prime Video']
253305,['Amazon Prime Video']
253292,['Amazon Prime Video']
253273,['Amazon Prime Video']
253263,['Amazon Prime Video']
253266,['Netflix']
260644,['Stan']
255371,['Amazon Prime Video']
253327,['Amazon Prime Video']
330408,['Amazon Prime Video']
323453,['Amazon Prime Video']
239562,"['Netflix', 'Stan']"
157350,['Stan']
259395,"['Netflix', 'Amazon Prime Video']"
260211,['Amazon Prime Video']
256561,['Netflix']
228973,['Amazon Prime Video']
141043,['Stan']
278878,['Amazon Prime Video']
424078,['Amazon Prime Video']
261082,['Amazon Prime Video']
279802,['Amazon Prime Video']
272014,['Amazon Prime Video']
263794,['Amazon Prime Video']
144336,['Stan']
827622,['Stan']
274712,['Amazon Prime Video']
268824,"['Netflix', 'Amazon Prime Video']"
254143,['Netflix']
146015,['Stan']
260372,['Amazon Prime Video']
256474,['Amazon Prime Video']
210479,['Stan']
200505,['Stan']
157832,['Stan']
869521,['Amazon Prime Video']
354765,['Amazon Prime Video']
264578,['Stan']
279960,['Amazon Prime Video']
295368,['Amazon Prime Video']
280512,['Amazon Prime Video']
255674,['Amazon Prime Video']
248402,['Amazon Prime Video']
236751,['Netflix']
276488,['Amazon Prime Video']
261814,['Amazon Prime Video']
259014,['Amazon Prime Video']
281869,['Amazon Prime Video']
261039,['Netflix']
519598,['Amazon Prime Video']
325681,['Amazon Prime Video']
821948,['Amazon Prime Video']
216436,['Netflix']
242088,['Stan']
267428,['Amazon Prime Video']
266459,['Amazon Prime Video']
261812,['Amazon Prime Video']
256836,['Stan']
261906,['Amazon Prime Video']
297603,['Amazon Prime Video']
266246,['Amazon Prime Video']
263111,['Netflix']
325719,['Stan']
285264,['Amazon Prime Video']
274326,['Netflix']
244801,['Stan']
171372,['Stan']
285598,['Amazon Prime Video']
212778,['Stan']
195589,['Stan']
59981,['Stan']
242310,['Amazon Prime Video']
276578,['Amazon Prime Video']
268322,['Stan']
276729,['Amazon Prime Video']
124905,"['Netflix', 'Stan']"
261283,['Amazon Prime Video']
382098,['Amazon Prime Video']
264656,['Stan']
232672,['Netflix']
332548,['Amazon Prime Video']
242224,"['Netflix', 'Amazon Prime Video']"
273271,['Amazon Prime Video']
950856,['Amazon Prime Video']
276956,['Amazon Prime Video']
272636,['Amazon Prime Video']
304565,['Amazon Prime Video']
137113,"['Netflix', 'Stan']"
281510,['Amazon Prime Video']
424584,['Amazon Prime Video']
300015,['Amazon Prime Video']
273509,['Amazon Prime Video']
272251,['Amazon Prime Video']
157845,"['Netflix', 'Stan']"
325768,['Amazon Prime Video']
209451,['Netflix']
187017,['Amazon Prime Video']
82702,"['Amazon Prime Video', 'Stan']"
289081,['Amazon Prime Video']
279582,['Amazon Prime Video']
275094,['Amazon Prime Video']
330664,['Amazon Prime Video']
272742,['Stan']
294818,['Amazon Prime Video']
389196,['Amazon Prime Video']
303123,['Amazon Prime Video']
274386,['Amazon Prime Video']
246741,['Stan']
812795,['Amazon Prime Video']
250574,['Netflix']
288463,['Amazon Prime Video']
277599,['Amazon Prime Video']
91314,"['Netflix', 'Amazon Prime Video', 'Stan']"
262340,['Netflix']
861519,['Amazon Prime Video']
343858,['Amazon Prime Video']
282297,"['Netflix', 'Amazon Prime Video']"
279661,['Amazon Prime Video']
184346,['Netflix']
226486,['Netflix']
295798,['Amazon Prime Video']
452156,['Amazon Prime Video']
502655,['Netflix']
398823,['Amazon Prime Video']
451497,['Amazon Prime Video']
253235,['Stan']
238636,['Amazon Prime Video']
231576,['Stan']
284166,['Amazon Prime Video']
304904,['Amazon Prime Video']
293006,['Amazon Prime Video']
282268,['Netflix']
184315,['Amazon Prime Video']
346592,['Amazon Prime Video']
240832,['Stan']
157849,"['Amazon Prime Video', 'Stan']"
283237,['Stan']
248504,['Stan']
305091,['Stan']
199575,"['Netflix', 'Stan']"
354739,['Amazon Prime Video']
242022,['Stan']
216580,['Amazon Prime Video']
216282,['Stan']
287603,['Amazon Prime Video']
283671,['Stan']
248212,['Stan']
138103,"['Netflix', 'Stan']"
98566,"['Amazon Prime Video', 'Stan']"
285543,['Amazon Prime Video']
286071,['Amazon Prime Video']
311212,['Amazon Prime Video']
285423,['Netflix']
256274,['Netflix']
287847,['Amazon Prime Video']
249164,['Amazon Prime Video']
681934,['Amazon Prime Video']
241254,['Stan']
598850,['Amazon Prime Video']
279992,['Amazon Prime Video']
293422,['Amazon Prime Video']
496200,['Amazon Prime Video']
209269,['Stan']
206487,['Netflix']
289333,['Netflix']
288792,['Amazon Prime Video']
284550,['Amazon Prime Video']
186610,['Netflix']
285733,['Stan']
290235,['Amazon Prime Video']
290654,['Amazon Prime Video']
287100,"['Netflix', 'Stan']"
285836,['Amazon Prime Video']
283350,['Stan']
291006,['Amazon Prime Video']
270938,['Amazon Prime Video']
241848,['Netflix']
326462,['Amazon Prime Video']
286875,"['Netflix', 'Stan']"
456923,['Amazon Prime Video']
239678,['Netflix']
285840,['Amazon Prime Video']
304022,['Amazon Prime Video']
287917,['Amazon Prime Video']
287426,['Stan']
254191,['Amazon Prime Video']
199933,['Amazon Prime Video']
169917,['Stan']
290999,"['Netflix', 'Stan']"
265929,['Amazon Prime Video']
289520,['Amazon Prime Video']
293770,['Amazon Prime Video']
156022,"['Netflix', 'Stan']"
327923,['Amazon Prime Video']
295144,['Amazon Prime Video']
333315,['Amazon Prime Video']
289720,['Stan']
277547,['Stan']
256731,['Netflix']
290729,['Netflix']
411926,['Amazon Prime Video']
365037,['Netflix']
325803,['Netflix']
295621,['Netflix']
210577,['Amazon Prime Video']
49017,['Netflix']
293828,['Amazon Prime Video']
288281,['Amazon Prime Video']
256092,['Stan']
251232,['Netflix']
687496,['Amazon Prime Video']
315140,['Amazon Prime Video']
290727,['Netflix']
205587,"['Amazon Prime Video', 'Stan']"
245916,['Stan']
325002,['Amazon Prime Video']
297098,['Netflix']
293262,['Stan']
244786,['Netflix']
255343,['Stan']
365724,['Amazon Prime Video']
164251,['Stan']
72784,['Amazon Prime Video']
239571,['Stan']
228150,['Netflix']
394115,['Amazon Prime Video']
287084,['Amazon Prime Video']
194662,['Amazon Prime Video']
286372,['Amazon Prime Video']
298522,['Netflix']
277685,['Netflix']
245891,"['Netflix', 'Stan']"
298039,['Amazon Prime Video']
242582,['Stan']
473549,['Amazon Prime Video']
228108,['Amazon Prime Video']
300424,['Amazon Prime Video']
637700,['Amazon Prime Video']
366383,['Amazon Prime Video']
296216,['Amazon Prime Video']
296943,['Amazon Prime Video']
245700,['Stan']
48839,['Amazon Prime Video']
526366,['Amazon Prime Video']
365768,['Amazon Prime Video']
307318,['Amazon Prime Video']
298115,['Netflix']
314859,['Amazon Prime Video']
157336,"['Netflix', 'Stan']"
400365,['Amazon Prime Video']
316951,['Amazon Prime Video']
300600,['Amazon Prime Video']
263614,['Netflix']
986842,['Amazon Prime Video']
299578,['Amazon Prime Video']
314160,['Amazon Prime Video']
316611,['Amazon Prime Video']
328037,['Netflix']
833507,['Netflix']
304033,['Amazon Prime Video']
250745,['Amazon Prime Video']
205596,['Stan']
87492,"['Netflix', 'Stan']"
303742,['Netflix']
309804,['Amazon Prime Video']
481361,['Amazon Prime Video']
307100,['Amazon Prime Video']
284470,['Amazon Prime Video']
131631,"['Netflix', 'Stan']"
381071,['Netflix']
304850,['Amazon Prime Video']
296095,['Amazon Prime Video']
270946,"['Netflix', 'Amazon Prime Video']"
310972,['Amazon Prime Video']
286371,['Amazon Prime Video']
227159,"['Netflix', 'Stan']"
308636,"['Netflix', 'Stan']"
302226,['Amazon Prime Video']
302161,['Amazon Prime Video']
298533,['Amazon Prime Video']
308571,['Netflix']
284293,['Stan']
250535,['Stan']
258947,['Amazon Prime Video']
306687,['Stan']
321068,['Amazon Prime Video']
122917,['Amazon Prime Video']
309049,['Amazon Prime Video']
68737,['Netflix']
317953,['Netflix']
261820,['Amazon Prime Video']
196867,['Stan']
301816,['Amazon Prime Video']
316505,['Netflix']
256917,['Stan']
190859,['Stan']
314034,['Stan']
313783,['Amazon Prime Video']
700655,['Amazon Prime Video']
354832,['Amazon Prime Video']
241239,['Stan']
996377,['Amazon Prime Video']
838053,['Amazon Prime Video']
802939,['Amazon Prime Video']
728007,['Amazon Prime Video']
711334,['Amazon Prime Video']
710090,['Amazon Prime Video']
632841,['Amazon Prime Video']
608019,['Amazon Prime Video']
551335,['Amazon Prime Video']
511685,['Amazon Prime Video']
508574,['Amazon Prime Video']
432331,['Amazon Prime Video']
403330,['Amazon Prime Video']
395045,['Amazon Prime Video']
337042,['Amazon Prime Video']
336280,['Amazon Prime Video']
329175,['Amazon Prime Video']
325791,['Amazon Prime Video']
255392,['Amazon Prime Video']
389753,['Amazon Prime Video']
653504,['Amazon Prime Video']
314071,['Amazon Prime Video']
306667,['Amazon Prime Video']
352497,['Amazon Prime Video']
679066,['Amazon Prime Video']
201088,['Netflix']
265208,['Netflix']
283698,['Amazon Prime Video']
316068,['Stan']
264660,['Stan']
210860,['Stan']
318044,['Netflix']
324181,['Amazon Prime Video']
320996,['Netflix']
317655,['Stan']
241251,['Netflix']
338353,['Amazon Prime Video']
319070,['Stan']
318279,['Netflix']
318224,['Stan']
318054,['Amazon Prime Video']
310131,['Amazon Prime Video']
137211,['Amazon Prime Video']
316322,"['Netflix', 'Stan']"
318235,['Amazon Prime Video']
482441,['Amazon Prime Video']
76757,"['Amazon Prime Video', 'Stan']"
323688,['Amazon Prime Video']
263109,"['Netflix', 'Stan']"
323690,['Amazon Prime Video']
325542,['Amazon Prime Video']
216015,"['Netflix', 'Stan']"
338778,['Amazon Prime Video']
317120,['Amazon Prime Video']
323384,['Amazon Prime Video']
326536,['Amazon Prime Video']
266396,['Stan']
302960,['Stan']
319979,['Amazon Prime Video']
272693,['Stan']
326553,['Amazon Prime Video']
319924,['Amazon Prime Video']
384099,['Amazon Prime Video']
332613,['Amazon Prime Video']
256591,['Netflix']
327953,['Netflix']
309924,['Amazon Prime Video']
328480,['Amazon Prime Video']
288112,['Amazon Prime Video']
328280,['Amazon Prime Video']
324963,['Netflix']
198184,['Netflix']
326665,['Netflix']
328233,['Amazon Prime Video']
354544,['Netflix']
241554,['Netflix']
443422,['Amazon Prime Video']
330537,['Amazon Prime Video']
256030,['Amazon Prime Video']
328408,['Stan']
323674,['Netflix']
249916,['Stan']
328601,['Amazon Prime Video']
366226,['Amazon Prime Video']
262500,['Stan']
228161,"['Amazon Prime Video', 'Stan']"
290815,['Netflix']
307412,['Amazon Prime Video']
333620,['Amazon Prime Video']
332503,['Amazon Prime Video']
332280,['Amazon Prime Video']
307081,['Netflix']
354100,['Amazon Prime Video']
283227,['Stan']
257091,['Netflix']
325113,['Amazon Prime Video']
334294,['Amazon Prime Video']
821074,['Amazon Prime Video']
358353,['Amazon Prime Video']
168259,"['Amazon Prime Video', 'Stan']"
1035202,['Amazon Prime Video']
308504,['Stan']
252512,['Stan']
922277,['Amazon Prime Video']
532701,['Amazon Prime Video']
1040584,['Amazon Prime Video']
334534,['Stan']
329242,['Amazon Prime Video']
328448,['Amazon Prime Video']
329006,['Amazon Prime Video']
478559,"['Netflix', 'Stan']"
396956,['Amazon Prime Video']
337645,['Amazon Prime Video']
333985,['Amazon Prime Video']
331925,['Amazon Prime Video']
321528,['Stan']
329004,['Amazon Prime Video']
385174,['Amazon Prime Video']
256961,['Netflix']
336736,['Netflix']
245706,['Amazon Prime Video']
481996,['Amazon Prime Video']
314292,['Amazon Prime Video']
323901,['Amazon Prime Video']
318225,['Netflix']
337405,['Amazon Prime Video']
331161,['Amazon Prime Video']
337965,['Amazon Prime Video']
337419,['Amazon Prime Video']
337324,['Amazon Prime Video']
345519,['Amazon Prime Video']
338063,['Amazon Prime Video']
248574,['Stan']
590555,['Amazon Prime Video']
336845,['Netflix']
382809,['Amazon Prime Video']
340884,['Stan']
326551,['Amazon Prime Video']
456274,['Amazon Prime Video']
330125,['Stan']
326284,['Amazon Prime Video']
254470,"['Amazon Prime Video', 'Stan']"
399798,['Amazon Prime Video']
300666,['Amazon Prime Video']
287424,['Stan']
268920,['Amazon Prime Video']
362538,['Amazon Prime Video']
515427,['Amazon Prime Video']
365834,['Amazon Prime Video']
388940,['Amazon Prime Video']
338234,['Amazon Prime Video']
334004,['Amazon Prime Video']
330161,['Amazon Prime Video']
398120,['Amazon Prime Video']
376418,['Netflix']
328070,['Amazon Prime Video']
341176,['Netflix']
254128,"['Netflix', 'Amazon Prime Video', 'Stan']"
335866,['Netflix']
280092,['Netflix']
349849,['Amazon Prime Video']
339065,['Amazon Prime Video']
332340,['Stan']
318256,['Netflix']
271714,['Stan']
452134,['Amazon Prime Video']
379050,['Amazon Prime Video']
343284,['Amazon Prime Video']
339060,['Amazon Prime Video']
312827,['Amazon Prime Video']
633107,['Amazon Prime Video']
345054,['Amazon Prime Video']
343369,['Amazon Prime Video']
343291,['Amazon Prime Video']
135397,['Amazon Prime Video']
1058550,['Amazon Prime Video']
362230,['Amazon Prime Video']
891934,['Amazon Prime Video']
361588,['Amazon Prime Video']
337474,['Amazon Prime Video']
339152,['Amazon Prime Video']
471921,['Stan']
345170,['Netflix']
321039,['Amazon Prime Video']
308639,"['Netflix', 'Amazon Prime Video']"
649175,['Stan']
346228,['Amazon Prime Video']
340236,['Amazon Prime Video']
319152,['Amazon Prime Video']
308457,['Netflix']
87101,"['Netflix', 'Stan']"
318781,['Stan']
214756,"['Netflix', 'Amazon Prime Video', 'Stan']"
347330,['Amazon Prime Video']
346473,['Amazon Prime Video']
310137,['Amazon Prime Video']
288036,['Stan']
86828,['Stan']
356204,['Amazon Prime Video']
245846,['Stan']
317952,['Stan']
309242,['Stan']
347548,['Amazon Prime Video']
348035,['Netflix']
347688,['Stan']
238615,"['Netflix', 'Stan']"
348393,['Amazon Prime Video']
378088,['Amazon Prime Video']
348857,['Amazon Prime Video']
336016,['Stan']
316246,['Amazon Prime Video']
257344,['Amazon Prime Video']
253344,['Stan']
349112,['Stan']
308032,['Netflix']
271718,"['Amazon Prime Video', 'Stan']"
345728,['Amazon Prime Video']
331446,['Stan']
378961,['Amazon Prime Video']
300153,['Stan']
332704,['Stan']
296099,['Netflix']
309809,['Netflix']
342474,['Stan']
328425,"['Netflix', 'Stan']"
309581,['Amazon Prime Video']
253286,['Amazon Prime Video']
352036,['Amazon Prime Video']
348631,['Amazon Prime Video']
351868,['Amazon Prime Video']
257445,"['Amazon Prime Video', 'Stan']"
337958,['Netflix']
531766,['Amazon Prime Video']
405778,['Amazon Prime Video']
355473,['Amazon Prime Video']
348213,['Amazon Prime Video']
358332,['Netflix']
387742,['Amazon Prime Video']
277216,['Netflix']
355111,['Stan']
203801,['Netflix']
193687,['Stan']
347642,['Amazon Prime Video']
354818,['Amazon Prime Video']
225728,['Stan']
