tmdb_id,imdb_id,original_language,original_title,genres,release_date,video,adult,popularity,tmdb_rating_avg,tmdb_vote_count,providers,netflix_provider,stan_provider,amazon_provider,imdb_rating,imdb_votes,iso_country,country_name,budget,revenue,runtime
208487.0,tt1858799,en,The Pier,"Drama,Romance",4/07/2011,False,False,0.6,0.0,0.0,Amazon Prime Video,No,No,Yes,6.5,257.0,IE,Ireland,0,0,84
38317.0,tt1222817,en,Zookeeper,"Comedy,Family,Fantasy",6/07/2011,False,False,17.551,5.4,1432.0,Amazon Prime Video,No,No,Yes,5.2,62260.0,US,United States of America,80000000,169852759,102
67913.0,tt1540133,en,The Guard,"Comedy,Crime,Thriller",7/07/2011,False,False,13.7,7.0,989.0,Stan,No,Yes,No,7.3,89655.0,IE,Ireland,6000000,19560274,96
51540.0,tt1499658,en,Horrible Bosses,"Comedy,Crime",8/07/2011,False,False,36.26,6.6,5673.0,"Netflix, Stan",No,No,Yes,6.9,452070.0,US,United States of America,35000000,209838559,98
103838.0,tt1870551,en,The Pirate Tapes,Documentary,11/07/2011,False,False,0.623,6.0,1.0,Amazon Prime Video,Yes,Yes,No,6.5,41.0,SO,Somalia,0,0,72
70821.0,tt1930315,en,Cyberbully,Drama,16/07/2011,False,False,8.522,6.2,435.0,Amazon Prime Video,No,No,Yes,5.4,12864.0,CA,Canada,0,0,90
50544.0,tt1632708,en,Friends with Benefits,"Comedy,Romance",21/07/2011,False,False,36.658,6.7,7109.0,Netflix,Yes,No,No,6.5,372629.0,US,United States of America,35000000,149542245,109
76340.0,tt1688653,en,Metal Tornado,"Action,Sci-Fi,Thriller",22/07/2011,False,False,9.946,4.7,42.0,Amazon Prime Video,No,Yes,No,3.2,1628.0,CA,Canada,0,0,86
66923.0,tt1684555,en,Horrid Henry: The Movie,"Adventure,Comedy,Family",29/07/2011,False,False,8.572,5.4,84.0,Stan,No,No,Yes,3.5,2834.0,GB,United Kingdom,0,11045966,93
50646.0,tt1570728,en,"Crazy, Stupid, Love.","Comedy,Drama,Romance",29/07/2011,False,False,44.872,7.3,7295.0,Stan,Yes,No,Yes,7.4,524762.0,US,United States of America,50000000,142851197,118
41513.0,tt0472181,en,The Smurfs,"Adventure,Animation,Comedy",29/07/2011,False,False,35.818,5.8,3303.0,Netflix,No,Yes,No,5.4,91668.0,US,United States of America,110000000,563749323,103
547476.0,tt1858773,en,Redneck Roots,"Comedy,Drama,Romance",31/07/2011,False,False,1.031,2.7,3.0,Amazon Prime Video,Yes,Yes,No,5.8,93.0,US,United States of America,200000,0,79
66125.0,tt0803061,en,Red Dog,"Biography,Comedy,Drama",4/08/2011,False,False,9.409,7.3,314.0,"Netflix, Stan",No,No,Yes,7.3,18349.0,AU,Australia,0,0,92
49520.0,tt1488555,en,The Change-Up,"Comedy,Fantasy",5/08/2011,False,False,29.359,6.1,2405.0,Netflix,No,No,Yes,6.3,185122.0,US,United States of America,52000000,75450437,112
62206.0,tt1622547,en,30 Minutes or Less,"Action,Comedy,Crime",11/08/2011,False,False,25.4,5.7,1465.0,Netflix,No,Yes,No,6.1,102508.0,US,United States of America,28000000,40547440,83
206953.0,tt1883251,en,Louis Theroux: America's Most Hated Family in Crisis,Documentary,14/08/2011,False,False,6.739,7.5,45.0,Stan,No,No,Yes,7.5,2629.0,GB,United Kingdom,0,0,60
77949.0,tt1687901,en,The Awakening,"Drama,Horror,Mystery",17/08/2011,False,False,13.124,6.4,1231.0,Stan,Yes,No,No,6.4,67204.0,GB,United Kingdom,4798235,209696,107
37430.0,tt0816462,en,Conan the Barbarian,"Action,Adventure,Fantasy",17/08/2011,False,False,41.947,5.3,1634.0,Stan,No,No,Yes,5.1,99981.0,US,United States of America,90000000,63523283,113
69798.0,tt1716772,en,The Inbetweeners Movie,Comedy,19/08/2011,False,False,14.538,6.2,770.0,Stan,Yes,Yes,No,6.7,83651.0,GB,United Kingdom,4478250,88823111,97
52451.0,tt1509767,en,The Three Musketeers,"Action,Adventure,Fantasy",31/08/2011,False,False,29.996,5.8,2364.0,Stan,No,Yes,No,5.7,108823.0,US,United States of America,75000000,132274484,110
65055.0,tt1633356,en,Shark Night 3D,"Horror,Thriller",2/09/2011,False,False,18.635,4.9,451.0,Stan,No,No,Yes,4.0,26381.0,US,United States of America,28000000,10126458,91
123653.0,tt1670646,en,Habibi Rasak Kharban,"Drama,Romance,War",4/09/2011,False,False,2.573,5.0,5.0,Netflix,Yes,No,No,6.7,142.0,PS,Palestinian Territory,0,0,78
98932.0,tt1600207,en,The Eye of the Storm,Drama,7/09/2011,False,False,3.177,5.5,22.0,Netflix,No,Yes,No,6.0,1654.0,AU,Australia,0,0,114
39538.0,tt1598778,en,Contagion,"Drama,Thriller",8/09/2011,False,False,30.843,6.6,5379.0,"Netflix, Stan",No,Yes,No,6.8,305537.0,US,United States of America,60000000,137551594,106
74394.0,tt1582621,en,The Holding,Thriller,9/09/2011,False,False,5.17,5.7,26.0,Amazon Prime Video,Yes,No,No,4.7,903.0,GB,United Kingdom,3000000,0,88
59440.0,tt1291584,en,Warrior,"Action,Drama,Sport",9/09/2011,False,False,48.169,7.8,3938.0,Stan,No,Yes,No,8.2,474903.0,US,United States of America,25000000,23308615,140
94363.0,tt1205558,en,Hick,"Comedy,Drama",10/09/2011,False,False,10.328,5.7,368.0,Amazon Prime Video,No,No,Yes,5.6,20097.0,US,United States of America,0,0,99
84355.0,tt1742336,en,Your Sister's Sister,"Comedy,Drama,Romance",11/09/2011,False,False,11.189,6.5,287.0,Stan,No,No,Yes,6.7,27737.0,US,United States of America,125000,3242802,90
51994.0,tt1700844,en,The Deep Blue Sea,"Drama,Romance",11/09/2011,False,False,11.445,5.9,236.0,Stan,No,Yes,No,6.2,16104.0,GB,United Kingdom,0,1126525,98
82532.0,tt1588334,en,"Jeff, Who Lives at Home","Comedy,Drama",13/09/2011,False,False,10.112,6.2,526.0,Stan,No,No,Yes,6.5,64369.0,US,United States of America,10000000,4417580,83
70006.0,tt1754264,en,Never Back Down 2: The Beatdown,"Action,Drama,Sport",13/09/2011,False,False,31.204,6.4,546.0,Netflix,Yes,No,No,5.7,19834.0,US,United States of America,3000000,0,99
91155.0,tt1732730,en,Roller Town,Comedy,15/09/2011,False,False,1.735,5.5,7.0,Amazon Prime Video,Yes,Yes,No,6.0,450.0,CA,Canada,0,0,80
75600.0,tt1699520,en,Turnout,Drama,16/09/2011,False,False,2.531,5.8,6.0,Amazon Prime Video,No,No,Yes,5.3,303.0,GB,United Kingdom,0,0,97
59965.0,tt1600195,en,Abduction,"Action,Mystery,Thriller",22/09/2011,False,False,31.955,5.9,2634.0,Netflix,No,Yes,No,5.1,81184.0,US,United States of America,35000000,82087155,106
62837.0,tt1564349,en,Dolphin Tale,"Drama,Family",23/09/2011,False,False,14.334,6.9,571.0,Stan,No,Yes,No,6.8,24690.0,US,United States of America,37000000,95404397,113
60308.0,tt1210166,en,Moneyball,"Biography,Drama,Sport",23/09/2011,False,False,23.222,7.2,4278.0,Netflix,No,No,Yes,7.6,427690.0,US,United States of America,50000000,110206216,134
45610.0,tt1586752,en,Machine Gun Preacher,"Action,Biography,Crime",23/09/2011,False,False,47.781,6.7,877.0,Amazon Prime Video,No,Yes,Yes,6.7,66897.0,US,United States of America,30000000,2527904,129
10316.0,tt1124035,en,The Ides of March,"Drama,Thriller",24/09/2011,False,False,16.849,6.7,2152.0,Stan,Yes,Yes,No,7.1,224252.0,US,United States of America,12500000,76338111,101
73846.0,tt1175713,en,The Family Tree,"Comedy,Drama",26/09/2011,False,False,5.101,5.3,40.0,Amazon Prime Video,Yes,No,Yes,5.4,2036.0,US,United States of America,0,6035,87
75190.0,tt2058636,en,Jeff Dunham: Controlled Chaos,Comedy,27/09/2011,False,False,5.153,6.3,34.0,"Netflix, Amazon Prime Video",No,Yes,No,7.4,2337.0,US,United States of America,0,0,90
78245.0,tt2057445,en,No Other Woman,"Drama,Romance,Thriller",28/09/2011,False,False,2.909,3.5,4.0,Netflix,No,Yes,Yes,6.1,321.0,PH,Philippines,0,0,104
82743.0,tt1723124,en,Inbred,"Comedy,Horror",30/09/2011,False,False,9.259,5.4,101.0,Amazon Prime Video,No,No,Yes,5.3,5343.0,GB,United Kingdom,0,0,90
63492.0,tt0770703,en,What's Your Number?,"Comedy,Romance",30/09/2011,False,False,20.388,6.5,2093.0,Amazon Prime Video,No,No,Yes,6.0,82157.0,US,United States of America,20000000,30426096,106
40807.0,tt1306980,en,50/50,"Comedy,Drama,Romance",30/09/2011,False,False,23.345,7.1,3306.0,"Amazon Prime Video, Stan",No,No,Yes,7.6,332426.0,US,United States of America,8000000,39187783,100
102072.0,tt1918639,en,40 Days at Base Camp,Documentary,1/10/2011,False,False,1.816,7.1,6.0,Amazon Prime Video,No,Yes,No,6.7,91.0,CA,Canada,0,0,88
76025.0,tt1723811,en,Shame,Drama,2/10/2011,False,False,37.346,7.0,2734.0,Stan,No,Yes,No,7.2,197809.0,CA,Canada,6500000,3909002,102
73456.0,tt2066832,en,Barbie: Princess Charm School,"Animation,Family,Fantasy",5/10/2011,False,False,53.63,7.4,656.0,"Netflix, Stan",Yes,No,Yes,6.4,3068.0,US,United States of America,0,0,79
70954.0,tt1703148,en,The Hunter,"Adventure,Drama,Thriller",6/10/2011,False,False,14.463,6.6,552.0,Stan,No,No,Yes,6.7,39803.0,AU,Australia,0,176669,102
68817.0,tt1068242,en,Footloose,"Comedy,Drama,Music",6/10/2011,False,False,26.858,6.6,1489.0,"Netflix, Stan",No,No,Yes,5.8,50739.0,US,United States of America,24000000,63543328,113
415814.0,tt2042712,en,Where is Robert Fisher?,"Crime,Documentary",7/10/2011,False,False,1.4,6.5,13.0,Amazon Prime Video,No,No,Yes,6.2,509.0,US,United States of America,0,0,84
70878.0,tt1720164,en,Mimesis,"Fantasy,Horror",7/10/2011,False,False,5.956,4.5,28.0,Amazon Prime Video,No,No,Yes,4.4,1104.0,US,United States of America,0,0,95
65599.0,tt1714208,en,The Woman,"Drama,Horror,Thriller",14/10/2011,False,False,14.544,6.0,445.0,Amazon Prime Video,No,Yes,No,6.0,24708.0,US,United States of America,0,0,102
336567.0,tt2304901,en,Sherlock Holmes,Adventure,19/10/2011,False,False,1.4,0.0,0.0,Amazon Prime Video,No,No,Yes,5.5,61.0,US,United States of America,0,0,77
