id,original_language,original_title,genre_ids,release_date,video,adult,popularity,vote_average,vote_count,providers,iso_country,country_name,budget,revenue,runtime
51249,en,Alabama Moon,"[12, 18, 10751]",25/10/2009,FALSE,FALSE,6.589,6.4,52,['Amazon Prime Video'],US,United States of America,0,47305,99
46737,en,Passenger Side,"[35, 18]",28/10/2009,FALSE,FALSE,2.726,5.6,19,['Amazon Prime Video'],CA,Canada,0,0,120
45273,en,The Bleeding,"[28, 27, 53]",2/11/2009,FALSE,FALSE,3.794,2.6,23,['Amazon Prime Video'],US,United States of America,7000000,0,80
46217,en,Darfur,"[10752, 53, 18, 28]",6/11/2009,FALSE,FALSE,5.927,6.3,29,['Amazon Prime Video'],CA,Canada,0,0,98
40856,en,That Evening Sun,[18],6/11/2009,FALSE,FALSE,3.999,6.9,37,['Amazon Prime Video'],Null,Null,Null,Null,Null
36550,en,Jack and the Beanstalk,"[12, 35, 10751, 14]",6/11/2009,FALSE,FALSE,7.962,5.4,70,['Amazon Prime Video'],US,United States of America,0,0,94
25793,en,Precious,[18],6/11/2009,FALSE,FALSE,13.575,7.4,1431,['Stan'],US,United States of America,10000000,47536959,110
49676,en,Too Late to Say Goodbye,"[10770, 18, 9648, 27]",7/11/2009,FALSE,FALSE,4.303,6,17,['Amazon Prime Video'],CA,Canada,0,0,95
34559,en,Ice Twisters,"[28, 878, 10770]",14/11/2009,FALSE,FALSE,10.237,6.1,67,['Amazon Prime Video'],CA,Canada,0,0,90
16866,en,Planet 51,"[16, 10751, 35, 878, 12]",19/11/2009,FALSE,FALSE,22.155,5.8,1776,['Stan'],ES,Spain,70000000,104945765,91
22881,en,The Blind Side,[18],20/11/2009,FALSE,FALSE,71.026,7.7,5440,"['Netflix', 'Stan']",US,United States of America,29000000,309208309,129
20766,en,The Road,"[12, 18]",25/11/2009,FALSE,FALSE,21.083,7,3229,['Stan'],US,United States of America,32000000,27635305,111
12404,en,Me and Orson Welles,"[35, 18, 10749]",25/11/2009,FALSE,FALSE,6.965,6.3,168,['Stan'],US,United States of America,25000000,2336172,114
50105,en,Coopers' Camera,[35],27/11/2009,FALSE,FALSE,2.352,5.5,8,['Amazon Prime Video'],CA,Canada,0,0,95
856104,en,SuperBob,[35],1/12/2009,FALSE,FALSE,0.672,7,1,['Amazon Prime Video'],Null,Null,Null,Null,Null
82010,en,Pearl Jam - Under Review,[],1/12/2009,FALSE,FALSE,0.6,9,1,['Amazon Prime Video'],Null,Null,Null,Null,Null
37682,en,Web of Lies,"[10770, 80, 9648, 53]",1/12/2009,FALSE,FALSE,5.373,5.1,9,['Amazon Prime Video'],CA,Canada,0,0,90
260131,en,Forest of Crocodiles,[99],2/12/2009,FALSE,FALSE,0.6,0,0,['Amazon Prime Video'],Null,Null,Null,Null,Null
75340,en,9/11 Phone Calls from the Towers,[99],7/12/2009,FALSE,FALSE,2.874,8.3,8,['Amazon Prime Video'],US,United States of America,0,0,73
50042,en,The Lightkeepers,"[35, 18]",18/12/2009,FALSE,FALSE,3.248,6.4,16,['Amazon Prime Video'],US,United States of America,4500000,0,96
37565,en,St Trinian's 2: The Legend of Fritton's Gold,"[35, 12]",18/12/2009,FALSE,FALSE,10.311,5.6,190,['Stan'],GB,United Kingdom,0,0,106
586838,en,Marilyn Manson: Inner Sanctum,[99],21/12/2009,FALSE,FALSE,0.6,0,0,['Amazon Prime Video'],Null,Null,Null,Null,Null
23398,en,Alvin and the Chipmunks: The Squeakquel,"[35, 10751, 16, 14, 10402]",21/12/2009,FALSE,FALSE,44.962,5.6,2535,['Amazon Prime Video'],US,United States of America,75000000,443140005,88
22897,en,It's Complicated,"[35, 10749]",23/12/2009,FALSE,FALSE,18.424,6.5,1213,['Netflix'],US,United States of America,85000000,219103655,121
10528,en,Sherlock Holmes,"[28, 12, 80, 9648]",23/12/2009,FALSE,FALSE,46.739,7.2,12684,['Netflix'],AU,Australia,90000000,524028679,129
33511,en,Nowhere Boy,[18],25/12/2009,FALSE,FALSE,15.164,7.2,721,['Stan'],CA,Canada,0,6577779,98
28118,en,The Gruffalo,"[16, 10751]",25/12/2009,FALSE,FALSE,11.528,7.2,251,"['Netflix', 'Stan']",GB,United Kingdom,0,0,27
63517,en,The Turn of the Screw,"[53, 18, 27, 9648, 10770]",30/12/2009,FALSE,FALSE,4.508,5.1,25,['Amazon Prime Video'],GB,United Kingdom,0,0,89
619161,en,Tango with Me,[],1/01/2010,FALSE,FALSE,0.85,0,0,['Netflix'],Null,Null,Null,Null,Null
551399,en,Gus,"[16, 10751]",1/01/2010,FALSE,FALSE,0.6,0,0,['Amazon Prime Video'],AU,Australia,0,0,9
334638,en,Bass Reeves,[],1/01/2010,FALSE,FALSE,0.623,8,1,['Amazon Prime Video'],Null,Null,Null,Null,Null
295571,en,The Trap,[99],1/01/2010,FALSE,FALSE,0.6,0,0,['Amazon Prime Video'],Null,Null,Null,Null,Null
272292,en,Clouds Are Not Spheres,[99],1/01/2010,FALSE,FALSE,0.909,10,1,['Amazon Prime Video'],GB,United Kingdom,0,0,52
111300,en,Life with Murder,[99],1/01/2010,FALSE,FALSE,2.314,6.6,5,['Amazon Prime Video'],CA,Canada,0,0,95
87680,en,El monstro del mar!,"[28, 35, 27]",1/01/2010,FALSE,FALSE,1.178,4.9,8,['Amazon Prime Video'],AU,Australia,0,0,76
73152,en,The Prankster,"[35, 10751]",1/01/2010,FALSE,FALSE,2.13,4.8,3,['Amazon Prime Video'],Null,Null,Null,Null,Null
69333,en,Soul boy,[18],1/01/2010,FALSE,FALSE,3.397,6.6,9,['Netflix'],KE,Kenya,0,0,61
68066,en,Michael McDonald: Model. Citizen.,[35],1/01/2010,FALSE,FALSE,0.63,0,0,['Amazon Prime Video'],Null,Null,Null,Null,Null
64159,en,Boathouse Detectives,[10751],1/01/2010,FALSE,FALSE,2.373,7.3,3,['Amazon Prime Video'],US,United States of America,0,0,84
63273,en,Endure,"[9648, 53]",1/01/2010,FALSE,FALSE,1.521,7.4,7,['Amazon Prime Video'],US,United States of America,0,0,91
57081,en,Whitney Cummings: Money Shot,[35],1/01/2010,FALSE,FALSE,3.12,6,23,['Amazon Prime Video'],US,United States of America,0,0,48
39572,en,Zombie Apocalypse,"[27, 878]",1/01/2010,FALSE,FALSE,3.144,5.1,7,['Amazon Prime Video'],US,United States of America,0,0,91
53172,en,Henry's Crime,"[80, 35]",14/01/2010,FALSE,FALSE,13.761,5.8,281,['Stan'],US,United States of America,12000000,204940,108
173951,en,A Ripple of Hope,[99],15/01/2010,FALSE,FALSE,0.6,6,1,['Amazon Prime Video'],Null,Null,Null,Null,Null
23172,en,The Spy Next Door,"[28, 35, 10751]",15/01/2010,FALSE,FALSE,29.409,5.9,1110,['Stan'],US,United States of America,28000000,66166000,94
22894,en,Legion,"[27, 28, 14]",21/01/2010,FALSE,FALSE,77.199,5.8,2240,['Amazon Prime Video'],US,United States of America,26000000,67918658,100
46838,en,Tucker and Dale vs. Evil,"[35, 27]",22/01/2010,FALSE,FALSE,19.34,7.3,2318,['Stan'],CA,Canada,5000000,5224938,89
44835,en,Hesher,[18],22/01/2010,FALSE,FALSE,14.119,6.8,559,['Amazon Prime Video'],US,United States of America,7000000,449702,106
47386,en,YellowBrickRoad,"[27, 53]",23/01/2010,FALSE,FALSE,8.212,4.7,125,['Amazon Prime Video'],US,United States of America,500000,0,99
34134,en,Barbie in A Mermaid Tale,"[16, 10751, 14]",25/01/2010,FALSE,FALSE,34.11,7.2,622,['Stan'],US,United States of America,0,16441438,75
55786,en,Storm Seekers,"[28, 53]",27/01/2010,FALSE,FALSE,3.801,5.7,10,['Amazon Prime Video'],US,United States of America,3400000,0,88
22971,en,Dear John,"[18, 10749, 10752]",4/02/2010,FALSE,FALSE,24.026,6.8,3793,"['Netflix', 'Amazon Prime Video', 'Stan']",US,United States of America,25000000,114977104,108
359240,en,Streets of Plenty,[],5/02/2010,FALSE,FALSE,0.6,3.5,2,['Amazon Prime Video'],Null,Null,Null,Null,Null
57437,en,HR Giger Revealed,[99],10/02/2010,FALSE,FALSE,0.746,6,2,['Amazon Prime Video'],CH,Switzerland,0,0,52
32856,en,Valentine's Day,"[35, 10749]",10/02/2010,FALSE,FALSE,24.981,5.9,2763,['Netflix'],US,United States of America,52000000,216485654,125
7978,en,The Wolfman,"[27, 36, 18, 53]",10/02/2010,FALSE,FALSE,28.364,5.8,1714,['Netflix'],US,United States of America,150000000,0,102
62043,en,The Ultimate Wave: Tahiti,[99],12/02/2010,FALSE,FALSE,2.121,7.4,9,['Amazon Prime Video'],US,United States of America,0,0,45
11439,en,The Ghost Writer,"[53, 9648]",12/02/2010,FALSE,FALSE,14.272,6.8,1885,['Stan'],FR,France,45000000,60331447,128
93498,en,Card Subject To Change,[99],13/02/2010,FALSE,FALSE,1.489,6.1,4,['Amazon Prime Video'],US,United States of America,0,0,87
43754,en,The Killing Jar,"[18, 53, 9648]",14/02/2010,FALSE,FALSE,9.218,5.4,65,['Amazon Prime Video'],US,United States of America,400,2,92
39356,en,Boy,"[18, 35]",14/02/2010,FALSE,FALSE,14.233,7.4,325,"['Netflix', 'Stan']",NZ,New Zealand,0,9116968,87
11324,en,Shutter Island,"[18, 53, 9648]",14/02/2010,FALSE,FALSE,56.764,8.2,21003,"['Amazon Prime Video', 'Stan']",US,United States of America,80000000,294800000,138
32916,en,Scooby-Doo! Abracadabra-Doo,"[16, 35, 10751, 9648, 14]",16/02/2010,FALSE,FALSE,13.57,7.8,204,['Stan'],US,United States of America,0,0,75
101520,en,Reel Injun,"[99, 37]",19/02/2010,FALSE,FALSE,3.484,7,27,['Amazon Prime Video'],CA,Canada,0,0,86
46197,en,White Lion,"[18, 10751]",19/02/2010,FALSE,FALSE,3.834,6.2,16,['Stan'],ZA,South Africa,0,0,93
61189,en,Sinbad: Where U Been?,[35],21/02/2010,FALSE,FALSE,2.381,6,5,['Amazon Prime Video'],US,United States of America,0,0,90
30061,en,Justice League: Crisis on Two Earths,"[28, 12, 16, 878]",23/02/2010,FALSE,FALSE,26.018,7.3,590,['Stan'],US,United States of America,0,0,75
29427,en,The Crazies,"[9648, 27, 28]",26/02/2010,FALSE,FALSE,25.794,6.2,1743,['Stan'],AE,United Arab Emirates,20000000,54956140,101
23742,en,Cop Out,"[28, 35, 80]",26/02/2010,FALSE,FALSE,18.267,5.6,1312,['Netflix'],US,United States of America,30000000,55583804,107
27004,en,Ca$h,"[80, 53, 35, 9648]",1/03/2010,FALSE,FALSE,10.257,5.8,199,['Amazon Prime Video'],US,United States of America,7000000,46488,108
28211,en,Chloe,"[18, 53, 9648]",4/03/2010,FALSE,FALSE,16.854,6,1481,['Stan'],CA,Canada,14000000,13657649,96
149091,en,Ties That Bind,"[80, 9648, 53, 10770]",5/03/2010,FALSE,FALSE,4.566,4.2,8,['Amazon Prime Video'],CA,Canada,0,0,90
34016,en,She's Out of My League,"[10749, 35]",11/03/2010,FALSE,FALSE,47.504,6.4,1791,"['Netflix', 'Amazon Prime Video']",US,United States of America,20000000,49779728,104
22972,en,Green Zone,"[10752, 28, 12, 18, 53]",11/03/2010,FALSE,FALSE,21.471,6.4,1911,['Netflix'],FR,France,100000000,94882889,115
73852,en,Dirty Pictures,[99],13/03/2010,FALSE,FALSE,2.284,6,15,['Amazon Prime Video'],US,United States of America,0,0,90
27573,en,The Bounty Hunter,"[35, 28, 10749]",16/03/2010,FALSE,FALSE,15.824,5.8,2517,['Netflix'],US,United States of America,40000000,136333522,110
10191,en,How to Train Your Dragon,"[14, 12, 16, 10751]",18/03/2010,FALSE,FALSE,75.116,7.8,11462,"['Netflix', 'Stan']",US,United States of America,165000000,494878759,98
23483,en,Kick-Ass,"[28, 80]",22/03/2010,FALSE,FALSE,40.178,7.1,10518,['Stan'],GB,United Kingdom,28000000,96188903,117
275501,en,Indian Comedy Tour,[],23/03/2010,FALSE,FALSE,0.627,6,1,['Amazon Prime Video'],Null,Null,Null,Null,Null
38877,en,Not the Messiah (He's a Very Naughty Boy),"[35, 10402, 36]",25/03/2010,FALSE,FALSE,3.958,6.9,23,['Amazon Prime Video'],GB,United Kingdom,0,0,92
49350,en,Harriet the Spy: Blog Wars,"[10751, 35, 18, 10770]",26/03/2010,FALSE,FALSE,8.816,5.1,190,['Amazon Prime Video'],CA,Canada,0,0,90
45792,en,Amish Grace,"[18, 10770]",28/03/2010,FALSE,FALSE,7.349,7.1,36,['Amazon Prime Video'],US,United States of America,0,0,88
145932,en,The Penitent Man,"[18, 878]",29/03/2010,FALSE,FALSE,3.054,5.7,19,['Amazon Prime Video'],US,United States of America,500,0,92
18823,en,Clash of the Titans,"[12, 14, 28]",31/03/2010,FALSE,FALSE,64.466,5.9,5576,"['Netflix', 'Stan']",US,United States of America,125000000,493214993,106
488265,en,The Dead Can't Dance,"[878, 35, 27]",1/04/2010,FALSE,FALSE,1.023,7,2,['Amazon Prime Video'],US,United States of America,0,0,98
290768,en,Ijé: The Journey,[18],1/04/2010,FALSE,FALSE,1.941,2,1,['Netflix'],NG,Nigeria,0,0,106
89885,en,Keepsake,[27],1/04/2010,FALSE,FALSE,1.338,5.2,7,['Amazon Prime Video'],Null,Null,Null,Null,Null
49703,en,Outbreak: Anatomy of a Plague,"[99, 18, 36]",1/04/2010,FALSE,FALSE,1.139,7.5,3,['Amazon Prime Video'],Null,Null,Null,Null,Null
114614,en,Dad's in Heaven With Nixon,[99],6/04/2010,FALSE,FALSE,0.678,6,1,['Amazon Prime Video'],US,United States of America,0,0,0
275674,en,The Awkward Comedy Show,[35],9/04/2010,FALSE,FALSE,0.972,7,1,['Amazon Prime Video'],Null,Null,Null,Null,Null
73295,en,The Bad Penny,"[18, 9648, 53]",9/04/2010,FALSE,FALSE,1.281,3,3,['Amazon Prime Video'],Null,Null,Null,Null,Null
11403,en,The River Why,"[18, 10749]",9/04/2010,FALSE,FALSE,4.212,5.4,58,['Amazon Prime Video'],US,United States of America,0,0,101
132132,en,Godforsaken,[53],10/04/2010,FALSE,FALSE,1.713,0,0,['Amazon Prime Video'],GB,United Kingdom,0,0,82
410727,en,The Extraordinary Tale Of William Buckley,[],11/04/2010,FALSE,FALSE,0.627,7,1,['Amazon Prime Video'],Null,Null,Null,Null,Null
43418,en,Beneath Hill 60,"[18, 36, 10752]",15/04/2010,FALSE,FALSE,7.505,7,126,['Stan'],AU,Australia,7347125,0,122
34803,en,Death at a Funeral,[35],15/04/2010,FALSE,FALSE,19.581,5.8,822,['Stan'],US,United States of America,21000000,49050886,92
68213,en,Louis Theroux: America's Medicated Kids,[99],18/04/2010,FALSE,FALSE,3.016,6.9,31,['Stan'],GB,United Kingdom,0,0,59
34813,en,The Losers,"[28, 12, 80, 9648, 53]",23/04/2010,FALSE,FALSE,47.173,6.3,1545,['Netflix'],FR,France,25000000,23580000,97
695679,en,Quit,"[18, 10749]",24/04/2010,FALSE,FALSE,2.374,0,0,['Amazon Prime Video'],US,United States of America,0,0,87
56929,en,Elle: A Modern Cinderella Tale,"[14, 18, 878, 10751]",26/04/2010,FALSE,FALSE,7.277,5.2,71,['Amazon Prime Video'],US,United States of America,250000,0,90
111039,en,Second Chances,"[10770, 53, 80, 9648]",6/05/2010,FALSE,FALSE,3.758,5.2,13,['Amazon Prime Video'],CA,Canada,0,0,90
46660,en,I Love You Too,"[35, 18, 10749]",6/05/2010,FALSE,FALSE,5.805,6,27,['Stan'],AU,Australia,6,0,107
36511,en,White Wall,"[28, 18, 14, 878, 53]",7/05/2010,FALSE,FALSE,3.292,3.6,10,['Amazon Prime Video'],US,United States of America,250000,0,91
170063,en,Loni Love: America's Sister,[35],8/05/2010,FALSE,FALSE,1.727,7,1,['Amazon Prime Video'],US,United States of America,0,0,60
41210,en,The Switch,"[35, 10749, 18]",11/05/2010,FALSE,FALSE,16.853,6.2,1642,"['Netflix', 'Stan']",US,United States of America,19000000,49830607,101
10192,en,Shrek Forever After,"[35, 12, 14, 16, 10751]",16/05/2010,FALSE,FALSE,194.235,6.3,6280,"['Netflix', 'Stan']",US,United States of America,165000000,752600867,93
38363,en,Fair Game,"[18, 53]",20/05/2010,FALSE,FALSE,16.704,6.5,650,['Stan'],US,United States of America,22000000,25806953,108
37931,en,MacGruber,"[28, 35]",21/05/2010,FALSE,FALSE,11.355,5.5,464,['Stan'],US,United States of America,10000000,9322895,90
380984,en,Money,[],23/05/2010,FALSE,FALSE,1.221,5,1,['Amazon Prime Video'],Null,Null,Null,Null,Null
38031,en,You Will Meet a Tall Dark Stranger,"[35, 18, 10749]",23/05/2010,FALSE,FALSE,15.34,5.9,741,['Amazon Prime Video'],ES,Spain,22000000,0,98
45662,en,Space Chimps 2: Zartog Strikes Back,"[16, 10751]",26/05/2010,FALSE,FALSE,12.96,4.5,93,['Stan'],US,United States of America,0,0,76
37786,en,Sex and the City 2,"[35, 18, 10749]",26/05/2010,FALSE,FALSE,34.962,6.1,1462,['Netflix'],US,United States of America,100000000,290745055,146
304308,en,Disfarmer: A Portrait of America,[99],31/05/2010,FALSE,FALSE,0.683,7,3,['Amazon Prime Video'],US,United States of America,0,0,52
417206,en,Alexandria: The Greatest City,[99],1/06/2010,FALSE,FALSE,0.6,8,2,['Amazon Prime Video'],GB,United Kingdom,0,0,48
301179,en,The Man Who Stopped the Desert,[99],2/06/2010,FALSE,FALSE,0.638,7,1,['Amazon Prime Video'],Null,Null,Null,Null,Null
76421,en,Role/Play,"[18, 10749]",3/06/2010,FALSE,FALSE,5.964,5.7,24,['Amazon Prime Video'],US,United States of America,0,0,85
44629,en,Animal Kingdom,"[18, 80]",3/06/2010,FALSE,FALSE,18.266,6.8,673,['Stan'],AU,Australia,5000000,1000000,113
398502,en,Fighting the Red Baron,"[99, 36, 10752]",4/06/2010,FALSE,FALSE,0.633,7,1,['Amazon Prime Video'],Null,Null,Null,Null,Null
70557,en,Hal Sparks: Charmageddon,[35],4/06/2010,FALSE,FALSE,2.375,5.8,3,['Amazon Prime Video'],US,United States of America,0,0,63
38579,en,Marmaduke,"[10751, 35]",4/06/2010,FALSE,FALSE,20.671,5.3,647,['Amazon Prime Video'],US,United States of America,50000000,83761844,87
41215,en,Black Death,"[18, 36, 27]",7/06/2010,FALSE,FALSE,13.349,6,702,['Amazon Prime Video'],GB,United Kingdom,0,382879,102
51764,en,BearCity,"[35, 10749]",8/06/2010,FALSE,FALSE,4.425,5.8,30,['Amazon Prime Video'],US,United States of America,0,5980,103
38575,en,The Karate Kid,"[28, 12, 18, 10751]",10/06/2010,FALSE,FALSE,68.772,6.5,5225,['Netflix'],CN,China,40000000,359126022,140
359218,en,Jordan,"[12, 18, 53, 10770]",11/06/2010,FALSE,FALSE,1.423,4.3,7,['Amazon Prime Video'],US,United States of America,0,0,77
38199,en,Unthinkable,"[18, 53]",14/06/2010,FALSE,FALSE,20.218,6.7,999,['Netflix'],US,United States of America,15000000,0,97
37834,en,Knight and Day,"[28, 35]",15/06/2010,FALSE,FALSE,38.013,6.2,3916,['Amazon Prime Video'],US,United States of America,117000000,261989769,109
753500,en,Hamish & Andy's Caravan of Courage - Great Britain and Ireland,[],17/06/2010,FALSE,FALSE,0.6,10,1,['Stan'],Null,Null,Null,Null,Null
43933,en,Monsters,"[18, 53, 878]",18/06/2010,FALSE,FALSE,18.171,6.2,1334,['Stan'],GB,United Kingdom,500000,5639730,94
20533,en,Jonah Hex,"[28, 37, 18, 14, 53]",18/06/2010,FALSE,FALSE,40.703,4.9,1247,['Netflix'],US,United States of America,47000000,10539000,81
752267,en,Michael Jackson and Bubbles: The Untold Story,[],22/06/2010,FALSE,FALSE,0.6,0,0,['Amazon Prime Video'],GB,United Kingdom,0,0,45
41409,en,Airline Disaster,"[28, 12, 53]",29/06/2010,FALSE,FALSE,5.764,5.6,28,['Amazon Prime Video'],US,United States of America,0,0,89
10196,en,The Last Airbender,"[28, 12, 14]",30/06/2010,FALSE,FALSE,100.185,4.7,3473,"['Netflix', 'Amazon Prime Video', 'Stan']",US,United States of America,150000000,319713881,103
52817,en,Bitter Feast,"[27, 53]",8/07/2010,FALSE,FALSE,4.82,5.5,40,['Amazon Prime Video'],US,United States of America,0,0,105
41216,en,Legend of the Guardians: The Owls of Ga'Hoole,"[16, 12, 10751, 14]",10/07/2010,FALSE,FALSE,29.83,6.8,1982,"['Amazon Prime Video', 'Stan']",AU,Australia,80000000,140073390,97
27205,en,Inception,"[28, 878, 12]",15/07/2010,FALSE,FALSE,104.663,8.4,32934,"['Netflix', 'Stan']",GB,United Kingdom,160000000,825532764,148
55567,en,Standing Ovation,"[35, 10402, 10751]",16/07/2010,FALSE,FALSE,2.033,3.9,15,['Amazon Prime Video'],Null,Null,Null,Null,Null
276022,en,Raspberry Magic,"[35, 18, 10751]",18/07/2010,FALSE,FALSE,1.96,4.7,3,['Amazon Prime Video'],Null,Null,Null,Null,Null
41180,en,The Client List,[18],19/07/2010,FALSE,FALSE,12.378,5.5,157,['Netflix'],US,United States of America,0,0,88
27576,en,Salt,"[28, 9648, 53]",21/07/2010,FALSE,FALSE,48.018,6.4,4857,"['Amazon Prime Video', 'Stan']",US,United States of America,110000000,293329073,100
42334,en,Steve Byrne: The Byrne Identity,[35],25/07/2010,FALSE,FALSE,2.173,7,2,['Amazon Prime Video'],US,United States of America,0,0,73
40662,en,Batman: Under the Red Hood,"[878, 80, 28, 16, 9648]",27/07/2010,FALSE,FALSE,32.6,7.8,1358,['Stan'],US,United States of America,0,6629178,75
39691,en,Cats & Dogs: The Revenge of Kitty Galore,"[28, 12, 16, 35, 10751, 14]",28/07/2010,FALSE,FALSE,23.179,5.2,542,"['Amazon Prime Video', 'Stan']",US,United States of America,85000000,112483764,82
27578,en,The Expendables,"[53, 12, 28]",3/08/2010,FALSE,FALSE,55.968,6.2,6838,"['Netflix', 'Stan']",BG,Bulgaria,80000000,274470394,103
41233,en,Step Up 3D,"[18, 10749]",4/08/2010,FALSE,FALSE,28.829,6.8,1728,['Netflix'],US,United States of America,30000000,159291809,107
43949,en,Flipped,"[10749, 18]",6/08/2010,FALSE,FALSE,43.615,8,2442,['Netflix'],US,United States of America,14000000,1755212,89
253585,en,Is She or Isn't He?,[99],7/08/2010,FALSE,FALSE,0.73,7.3,4,['Amazon Prime Video'],Null,Null,Null,Null,Null
43930,en,"Tomorrow, When the War Began","[28, 12, 18]",8/08/2010,FALSE,FALSE,14.095,6.2,440,['Stan'],AU,Australia,27000000,16504936,103
38167,en,Eat Pray Love,"[18, 10749]",12/08/2010,FALSE,FALSE,21.42,6.2,2118,['Netflix'],US,United States of America,60000000,204594016,133
22538,en,Scott Pilgrim vs. the World,"[28, 35, 10749]",12/08/2010,FALSE,FALSE,38.692,7.5,6717,['Stan'],GB,United Kingdom,85000000,48000000,112
138366,en,One Thousand Pictures: RFK's Last Journey,[],13/08/2010,FALSE,FALSE,0.653,7,2,['Amazon Prime Video'],US,United States of America,0,0,38
331711,en,Evan Straw,[10402],20/08/2010,FALSE,FALSE,0.603,0,0,['Amazon Prime Video'],Null,Null,Null,Null,Null
43593,en,Piranha 3D,"[35, 27]",20/08/2010,FALSE,FALSE,44.797,5.4,1871,['Stan'],US,United States of America,24000000,83188165,88
42949,en,Arthur 3: la guerre des deux mondes,"[16, 12, 14, 10751]",22/08/2010,FALSE,FALSE,22.641,5.8,1371,['Stan'],FR,France,70200000,0,101
43919,en,Hatchet II,"[27, 35, 53]",26/08/2010,FALSE,FALSE,13.178,5.5,314,['Amazon Prime Video'],US,United States of America,2500000,156190,85
38073,en,Going the Distance,"[35, 18, 10749]",27/08/2010,FALSE,FALSE,12.458,6.1,637,['Netflix'],US,United States of America,32000000,42045846,102
27579,en,The American,"[80, 18, 53]",31/08/2010,FALSE,FALSE,23.128,5.9,1154,"['Netflix', 'Amazon Prime Video']",GB,United Kingdom,20000000,67876281,104
59110,en,Parked,[18],1/09/2010,FALSE,FALSE,5.705,6.6,44,['Amazon Prime Video'],FI,Finland,0,0,94
59468,en,The Way,"[12, 35, 18]",10/09/2010,FALSE,FALSE,13.096,7.1,491,['Amazon Prime Video'],ES,Spain,0,13348704,128
49018,en,Insidious,"[27, 53]",13/09/2010,FALSE,FALSE,60.597,6.9,5830,['Stan'],CA,Canada,1500000,97009150,103
45752,en,Scooby-Doo! Camp Scare,"[16, 35, 10751, 9648]",14/09/2010,FALSE,FALSE,23.406,8,237,['Stan'],US,United States of America,0,0,72
44874,en,Barbie: A Fashion Fairytale,"[10751, 16]",14/09/2010,FALSE,FALSE,36.935,7.2,639,['Stan'],US,United States of America,0,0,79
23168,en,The Town,"[80, 18, 53]",15/09/2010,FALSE,FALSE,59.068,7.2,4310,"['Netflix', 'Stan']",GB,United Kingdom,37000000,154026136,125
44040,en,Devil,"[27, 9648, 53]",16/09/2010,FALSE,FALSE,21.334,6,2515,['Netflix'],US,United States of America,10000000,33583175,80
153436,en,Perfect Plan,"[53, 10770]",18/09/2010,FALSE,FALSE,4.161,6.4,16,['Amazon Prime Video'],CA,Canada,0,0,89
59206,en,LennoNYC,[99],25/09/2010,FALSE,FALSE,2.704,7.5,15,['Stan'],Null,Null,Null,Null,Null
45162,en,Superman/Batman: Apocalypse,"[878, 28, 12, 16, 10751]",28/09/2010,FALSE,FALSE,23.793,7.2,584,['Stan'],US,United States of America,3500000,0,78
52015,en,Stake Land,"[18, 27, 878]",30/09/2010,FALSE,FALSE,11.639,6.2,655,['Amazon Prime Video'],US,United States of America,650000,33245,98
48289,en,The Debt,"[18, 53]",30/09/2010,FALSE,FALSE,13.817,6.6,741,['Amazon Prime Video'],US,United States of America,20000000,45636368,113
52499,en,The Way Home,"[18, 10751, 10749]",1/10/2010,FALSE,FALSE,4.059,6.1,26,['Amazon Prime Video'],US,United States of America,0,0,89
37799,en,The Social Network,[18],1/10/2010,FALSE,FALSE,29.2,7.3,10544,['Netflix'],US,United States of America,40000000,224920315,121
38408,en,Life As We Know It,"[35, 10749, 18]",2/10/2010,FALSE,FALSE,28.386,6.9,2843,['Stan'],US,United States of America,38000000,105734416,114
753501,en,Learn India with Hamish & Andy,[],3/10/2010,FALSE,FALSE,0.6,10,1,['Stan'],Null,Null,Null,Null,Null
37821,en,Killers,"[28, 35, 53, 10749]",4/10/2010,FALSE,FALSE,21.081,6,1931,"['Netflix', 'Stan']",US,United States of America,75000000,98159963,100
58496,en,Senna,[99],7/10/2010,FALSE,FALSE,12.982,8.1,830,['Stan'],FR,France,0,8212430,106
124601,en,A Christmas Snow,"[10751, 14, 18]",8/10/2010,FALSE,FALSE,3.671,6,13,['Amazon Prime Video'],US,United States of America,1000000,0,112
70925,en,Oranges and Sunshine,[18],8/10/2010,FALSE,FALSE,6.694,7,70,['Stan'],GB,United Kingdom,0,0,100
53314,en,The Song of Lunch,"[10770, 18]",8/10/2010,FALSE,FALSE,2.356,7.3,23,['Amazon Prime Video'],GB,United Kingdom,0,0,50
47320,en,Cherry,"[35, 18, 10749]",8/10/2010,FALSE,FALSE,7.51,6.4,67,['Amazon Prime Video'],Null,Null,Null,Null,Null
376914,en,I Was a Child of Holocaust Survivors,[16],9/10/2010,FALSE,FALSE,1.4,4.8,2,['Amazon Prime Video'],CA,Canada,0,0,15
128847,en,Lesson Plan,[99],9/10/2010,FALSE,FALSE,1.291,6.5,2,['Amazon Prime Video'],US,United States of America,0,0,76
241618,en,Louis Theroux: Law and Disorder in Lagos,[99],10/10/2010,FALSE,FALSE,1.529,7,17,['Stan'],Null,Null,Null,Null,Null
113734,en,The Jesus Movie,[10751],12/10/2010,FALSE,FALSE,1.28,5.8,3,['Amazon Prime Video'],US,United States of America,0,0,80
47533,en,Scooby-Doo! Curse of the Lake Monster,"[9648, 14, 35, 12]",15/10/2010,FALSE,FALSE,34.134,6.2,436,['Stan'],US,United States of America,0,0,80
