tmdb_id,imdb_id,original_language,original_title,genre_id,release_date,video,adult,popularity,tmdb_rating_avg,tmdb_vote_count,imdb_rating,imdb_votes,providers,iso_country,country_name,budget,revenue,runtime
18437,tt0428446,en,The Darwin Awards,"['Drama', 'History', 'Thriller']",5/07/2006,False,False,5.839,5.6,137,5.9,10217,['Stan'],US,United States of America,0,309408,94
86254,tt0385622,en,Crash Landing,"['Family', 'Comedy', 'Adventure', 'Action', 'Science Fiction']",11/07/2006,False,False,2.968,4.9,21,3.7,884,['Amazon Prime Video'],CA,Canada,0,0,88
402679,tt0808475,en,Soundproof,"['Music', 'Drama', 'Romance', 'Crime']",12/07/2006,False,False,1.742,0.0,0,7.8,103,['Amazon Prime Video'],GB,United Kingdom,0,0,91
37725,tt0482527,en,It's a Boy Girl Thing,"['Fantasy', 'Thriller', 'Science Fiction', 'TV Movie']",15/07/2006,False,False,18.949,6.5,921,6.2,41640,['Stan'],CA,Canada,15500000,7385434,95
4657,tt0382765,en,Jindabyne,['Drama'],20/07/2006,False,False,5.817,5.7,53,6.3,6886,"['Netflix', 'Stan']",AU,Australia,0,0,123
21794,tt0460435,en,In a Dark Place,['Comedy'],21/07/2006,False,False,4.269,4.0,43,4.3,2668,['Amazon Prime Video'],LU,Luxembourg,5000000,0,95
2295,tt0424345,en,Clerks II,['Comedy'],21/07/2006,False,False,16.883,6.9,1108,7.3,136950,['Stan'],US,United States of America,5000000,26888376,97
143950,tt0816597,en,Obituary,"['Fantasy', 'Drama', 'Thriller', 'Romance']",23/07/2006,False,False,1.486,5.3,2,4.8,171,['Amazon Prime Video'],US,United States of America,0,0,90
45193,tt0477647,en,Footy Legends,['Comedy'],3/08/2006,False,False,2.743,7.3,3,5.8,531,['Netflix'],AU,Australia,0,0,85
9907,tt0414853,en,Barnyard,"['Drama', 'Mystery', 'Thriller']",4/08/2006,False,False,26.517,5.8,903,5.6,31939,['Amazon Prime Video'],DE,Germany,51000000,116476887,90
138359,tt0824326,en,Family in Hiding,"['Thriller', 'TV Movie', 'Mystery']",6/08/2006,False,False,1.069,5.0,1,5.3,299,['Amazon Prime Video'],CA,Canada,0,0,90
101927,tt0849450,en,Led Zeppelin: The Origin of the Species,"['Animation', 'Family']",8/08/2006,False,False,0.722,6.0,1,8.1,38,['Amazon Prime Video'],GB,United Kingdom,0,0,70
11211,tt0490822,en,Bring It On: All or Nothing,['Comedy'],8/08/2006,False,False,1.412,6.6,684,5.5,21215,['Netflix'],US,United States of America,0,0,99
1852,tt0469641,en,World Trade Center,['Drama'],9/08/2006,False,False,18.854,6.1,1445,6.0,84691,['Stan'],US,United States of America,65000000,163247198,129
14113,tt0383060,en,Zoom,"['Comedy', 'Drama']",11/08/2006,False,False,18.271,5.4,525,4.3,21518,['Netflix'],US,United States of America,75600000,12506188,83
9762,tt0462590,en,Step Up,['Documentary'],11/08/2006,False,False,30.741,6.9,3359,6.5,120627,['Stan'],US,United States of America,0,0,104
74511,tt0484444,en,Mind Over Murder,"['Horror', 'Mystery', 'Thriller']",12/08/2006,False,False,2.44,7.0,2,4.1,283,['Amazon Prime Video'],CA,Canada,0,0,90
836103,tt4871964,en,Airline Disaster: Crash of the Century,['Comedy'],16/08/2006,False,False,1.104,0.0,0,7.7,172,['Amazon Prime Video'],FR,France,0,0,90
15008,tt0472268,en,The Flying Scotsman,"['Comedy', 'Drama', 'Fantasy', 'Romance']",16/08/2006,False,False,6.39,6.7,42,7.0,5436,['Amazon Prime Video'],GB,United Kingdom,0,0,96
13140,tt0822389,en,Kenny,"['Comedy', 'Drama', 'Romance']",17/08/2006,False,False,6.604,6.2,48,7.2,7073,"['Amazon Prime Video', 'Stan']",AU,Australia,0,7778177,99
9788,tt0384793,en,Accepted,"['Drama', 'Crime']",18/08/2006,False,False,27.41,6.4,1335,6.4,134202,['Netflix'],US,United States of America,23000000,38505009,93
1491,tt0443543,en,The Illusionist,"['Drama', 'Comedy', 'Romance']",18/08/2006,False,False,28.57,7.3,4281,7.6,375253,['Stan'],US,United States of America,16500000,87892388,110
21473,tt0381341,en,Kisses and Caroms,['Comedy'],22/08/2006,False,False,2.765,4.6,14,4.4,1370,['Amazon Prime Video'],US,United States of America,0,0,81
9988,tt0486551,en,Beerfest,"['Action', 'Crime', 'Drama']",25/08/2006,False,False,15.198,5.9,452,6.2,69211,['Netflix'],US,United States of America,17500000,19179969,110
120730,tt0799987,en,Circle of Friends,"['Animation', 'Family']",28/08/2006,False,False,3.965,5.7,10,5.1,472,['Amazon Prime Video'],CA,Canada,0,0,89
9072,tt0430304,en,Little Man,"['Action', 'Comedy', 'Documentary']",31/08/2006,False,False,40.562,5.9,1434,4.4,56035,['Netflix'],US,United States of America,64000000,101595121,98
205076,tt0827179,en,Not My Life,"['Drama', 'Action', 'Thriller', 'Science Fiction']",3/09/2006,False,False,3.012,4.5,4,5.4,373,['Amazon Prime Video'],CA,Canada,0,0,120
224990,tt0876287,en,Strawberry Shortcake: The Sweet Dreams Movie,"['Animation', 'Family', 'Adventure', 'Comedy']",4/09/2006,False,False,3.898,6.4,10,4.2,143,['Stan'],US,United States of America,0,0,83
241595,tt0478994,en,Citizen Duane,"['Documentary', 'Music']",8/09/2006,False,False,1.589,4.0,4,5.3,276,['Amazon Prime Video'],CA,Canada,0,0,90
1164,tt0449467,en,Babel,"['Horror', 'Thriller']",8/09/2006,False,False,19.847,7.2,3210,7.5,305154,['Stan'],FR,France,25000000,135330182,143
206527,tt0399110,en,Grad Night,['Comedy'],9/09/2006,False,False,0.914,1.0,1,1.8,745,['Amazon Prime Video'],US,United States of America,500,0,89
24582,tt0832903,en,Manufactured Landscapes,"['Drama', 'Romance']",9/09/2006,False,False,4.59,7.3,40,7.2,2985,['Amazon Prime Video'],CA,Canada,0,240239,90
9022,tt0490076,en,All the Boys Love Mandy Lane,['Comedy'],9/09/2006,False,False,10.567,5.5,548,5.5,33654,['Stan'],US,United States of America,750000,0,90
7839,tt0484877,en,Wedding Daze,"['Drama', 'Comedy', 'Romance']",9/09/2006,False,False,10.092,5.4,237,5.6,15925,['Amazon Prime Video'],US,United States of America,0,0,90
1262,tt0420223,en,Stranger Than Fiction,"['Thriller', 'Drama', 'TV Movie']",9/09/2006,False,False,16.945,7.2,1943,7.6,230421,['Stan'],US,United States of America,30000000,53653224,113
7511,tt0434139,en,The Last Kiss,"['Horror', 'Thriller', 'Crime']",10/09/2006,False,False,9.911,6.0,323,6.4,41835,"['Amazon Prime Video', 'Stan']",US,United States of America,20000000,0,115
9672,tt0420609,en,Infamous,['Horror'],11/09/2006,False,False,13.62,6.5,163,7.1,17526,['Stan'],US,United States of America,13000000,2689799,110
14055,tt0477095,en,Starter for 10,"['Comedy', 'Drama', 'Romance']",13/09/2006,False,False,11.154,6.4,338,6.7,24077,['Stan'],GB,United Kingdom,0,0,92
14137,tt0453453,en,Beer League,"['Documentary', 'Crime']",15/09/2006,False,False,6.357,5.3,52,5.9,8161,['Amazon Prime Video'],US,United States of America,2800000,472185,86
9766,tt0421206,en,Gridiron Gang,['Documentary'],15/09/2006,False,False,25.644,7.0,829,7.1,75501,['Netflix'],US,United States of America,30000000,41480851,125
13002,tt0859594,en,Barbie in the 12 Dancing Princesses,"['Animation', 'Family']",19/09/2006,False,False,40.829,7.7,916,6.8,5214,['Stan'],CA,Canada,0,0,83
12094,tt0493430,en,Jackass Number Two,[],22/09/2006,False,False,16.396,6.5,944,7.0,76732,['Stan'],US,United States of America,11000000,72778712,92
9693,tt0206634,en,Children of Men,"['Drama', 'Horror', 'Thriller']",22/09/2006,False,False,22.246,7.6,6138,7.9,503574,['Stan'],GB,United Kingdom,76000000,70595464,109
7484,tt0400717,en,Open Season,['Comedy'],27/09/2006,False,False,27.85,6.1,2340,6.1,98254,['Netflix'],US,United States of America,85000000,197309027,86
29124,tt0780524,en,Get Thrashed,"['Adventure', 'Action', 'Thriller']",3/10/2006,False,False,4.353,6.8,17,7.8,1743,['Amazon Prime Video'],US,United States of America,0,0,100
10781,tt0420294,en,The Texas Chainsaw Massacre: The Beginning,"['Animation', 'Comedy', 'Family']",5/10/2006,False,False,50.517,6.1,1484,5.8,74082,['Stan'],US,United States of America,16000000,107363905,91
9958,tt0425601,en,Trailer Park Boys: The Movie,"['Comedy', 'Family']",6/10/2006,False,False,8.951,6.7,114,7.1,13079,['Netflix'],CA,Canada,5000000,3833507,95
1440,tt0404203,en,Little Children,['Documentary'],6/10/2006,False,False,21.39,7.1,795,7.5,112762,['Stan'],US,United States of America,26000000,14821658,137
19271,tt0472615,en,BoyTown,"['Thriller', 'TV Movie', 'Crime']",19/10/2006,False,False,1.315,5.0,3,5.4,920,"['Netflix', 'Stan']",AU,Australia,0,3135972,88
43673,tt0492492,en,Sleeping Dogs Lie,"['Drama', 'Family', 'Romance']",20/10/2006,False,False,6.411,5.7,38,5.9,3380,['Amazon Prime Video'],US,United States of America,0,0,87
157077,tt0819129,en,Thrill of the Kill,"['Drama', 'TV Movie']",26/10/2006,False,False,2.808,4.2,7,4.9,431,['Amazon Prime Video'],CA,Canada,0,0,0
214,tt0489270,en,Saw III,"['Comedy', 'Family', 'Fantasy']",27/10/2006,False,False,46.965,6.4,3736,6.2,196249,['Stan'],US,United States of America,10000000,164874275,114
45052,tt0810444,en,The Pumpkin Karver,"['Action', 'Drama', 'History']",31/10/2006,False,False,6.278,5.4,36,3.3,1576,['Amazon Prime Video'],US,United States of America,0,0,90
18558,tt0475380,en,Scenes of a Sexual Nature,"['Comedy', 'Romance']",3/11/2006,False,False,7.917,5.2,55,6.0,5818,['Amazon Prime Video'],GB,United Kingdom,0,429931,91
14761,tt0380268,en,Cocaine Cowboys,"['Drama', 'Thriller', 'History']",3/11/2006,False,False,8.339,7.3,142,7.8,13535,['Stan'],US,United States of America,0,163000,118
12526,tt0470705,en,Bug,"['Drama', 'War']",11/11/2006,False,False,8.112,6.1,442,6.1,35826,['Stan'],DE,Germany,4000000,8095658,98
36557,tt0381061,en,Casino Royale,"['Drama', 'Music']",14/11/2006,False,False,48.931,7.5,9415,8.0,661094,"['Amazon Prime Video', 'Stan']",BS,Bahamas,150000000,599045960,144
9836,tt0366548,en,Happy Feet,[],16/11/2006,False,False,63.12,6.2,4480,6.4,188636,"['Netflix', 'Stan']",AU,Australia,100000000,384335608,108
9969,tt0790604,en,Deck the Halls,"['Action', 'Thriller', 'Crime']",22/11/2006,False,False,24.115,5.5,538,5.0,30351,['Netflix'],US,United States of America,51000000,47231070,93
74129,tt0926347,en,We Are Together,['Documentary'],26/11/2006,False,False,0.78,8.0,5,7.7,226,['Amazon Prime Video'],ZA,South Africa,0,0,87
116675,tt0843353,en,Legacy of Fear,"['Documentary', 'Music']",27/11/2006,False,False,2.619,4.7,9,5.3,391,['Amazon Prime Video'],CA,Canada,0,0,85
13967,tt0482546,en,Miss Potter,['Music'],3/12/2006,False,False,14.661,6.6,421,7.0,30470,['Stan'],GB,United Kingdom,30000000,35078241,92
61528,tt0810949,en,Born Equal,['Documentary'],4/12/2006,False,False,1.887,5.1,8,6.7,563,['Amazon Prime Video'],GB,United Kingdom,0,0,83
9986,tt0413895,en,Charlotte's Web,['Drama'],7/12/2006,False,False,27.927,6.2,1214,6.3,43386,"['Netflix', 'Amazon Prime Video', 'Stan']",DE,Germany,85000000,144000000,97
1579,tt0472043,en,Apocalypto,"['Drama', 'Thriller']",7/12/2006,False,False,60.284,7.5,4668,7.8,315581,['Stan'],US,United States of America,40000000,120654337,139
1581,tt0457939,en,The Holiday,"['Crime', 'Drama']",8/12/2006,False,False,25.578,7.1,4353,6.9,296378,"['Amazon Prime Video', 'Stan']",US,United States of America,85000000,194168700,136
1247,tt0343737,en,The Good Shepherd,[],11/12/2006,False,False,22.604,6.3,961,6.7,104501,['Netflix'],US,United States of America,85000000,100266865,167
9973,tt0470982,en,Air Buddies,"['Thriller', 'Action', 'Fantasy']",12/12/2006,False,False,9.454,5.9,286,4.6,3926,['Amazon Prime Video'],US,United States of America,9000000,0,80
1402,tt0454921,en,The Pursuit of Happyness,['Documentary'],14/12/2006,False,False,55.392,7.9,8689,8.0,516175,['Netflix'],US,United States of America,55000000,307077295,117
14171,tt0763840,en,Home of the Brave,"['Drama', 'Fantasy']",15/12/2006,False,False,9.884,5.5,139,5.6,11019,['Amazon Prime Video'],US,United States of America,12000000,499620,106
36946,tt0816683,en,Troubled Waters,['Documentary'],21/12/2006,False,False,2.614,3.8,11,5.2,638,['Amazon Prime Video'],CA,Canada,0,0,95
1125,tt0443489,en,Dreamgirls,"['Mystery', 'Thriller', 'Horror']",25/12/2006,False,False,17.805,6.8,866,6.6,74584,"['Netflix', 'Stan']",US,United States of America,70000000,154937680,134
53655,tt0928188,en,The Box,"['Drama', 'Science Fiction', 'Adventure']",1/01/2007,False,False,2.984,4.5,13,4.6,499,['Amazon Prime Video'],US,United States of America,1000000,0,87
22366,tt0923688,en,Ezra,"['Crime', 'Action', 'Comedy']",1/01/2007,False,False,2.849,5.7,9,6.4,278,['Netflix'],AT,Austria,0,0,105
18596,tt0791178,en,The Jammed,"['Adventure', 'Drama', 'Family']",1/01/2007,False,False,2.512,6.5,14,6.6,842,['Amazon Prime Video'],AU,Australia,0,0,89
1646,tt0463998,en,Freedom Writers,['Documentary'],5/01/2007,False,False,22.834,7.9,1898,7.6,80363,['Netflix'],DE,Germany,21000000,43095175,123
1250,tt0259324,en,Ghost Rider,"['Crime', 'Drama', 'Mystery', 'Thriller']",15/01/2007,False,False,47.555,5.5,5138,5.2,241606,['Netflix'],US,United States of America,110000000,228738393,114
37093,tt0923870,en,Red Without Blue,"['Crime', 'Drama', 'Horror', 'Mystery']",19/01/2007,False,False,1.604,6.0,12,6.8,495,['Amazon Prime Video'],US,United States of America,0,0,74
12994,tt0810988,en,The Nines,['Comedy'],21/01/2007,False,False,10.92,5.9,358,6.2,34059,['Stan'],US,United States of America,0,0,100
972846,tt0956313,en,Swimming in Auschwitz,"['Drama', 'Comedy', 'Romance']",30/01/2007,False,False,1.457,6.0,1,7.9,114,['Amazon Prime Video'],PL,Poland,125000,0,63
9966,tt0425430,en,The Messengers,"['Animation', 'Family', 'Fantasy', 'Romance']",2/02/2007,False,False,19.599,5.7,692,5.3,40285,['Stan'],US,United States of America,16000000,55060212,90
9963,tt0477071,en,Premonition,['Comedy'],8/02/2007,False,False,16.533,6.3,1333,5.9,79428,['Stan'],US,United States of America,20000000,84297309,96
9757,tt0477051,en,Norbit,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",8/02/2007,False,False,45.257,5.6,1970,4.1,75503,['Stan'],US,United States of America,10000000,159313561,102
11172,tt0758766,en,Music and Lyrics,"['Family', 'Comedy']",9/02/2007,False,False,19.09,6.4,1467,6.5,104128,"['Netflix', 'Stan']",US,United States of America,40000000,145896422,105
9815,tt0473360,en,Goal! II: Living the Dream,['Drama'],9/02/2007,False,False,21.873,6.0,564,5.8,33166,['Stan'],DE,Germany,10000000,7864905,115
2267,tt0768212,en,The Last Mimzy,"['Drama', 'Music', 'Romance']",9/02/2007,False,False,12.559,6.3,400,6.2,21748,['Stan'],US,United States of America,0,27308918,94
239496,tt0937432,en,A Valentine Carol,"['Adventure', 'Animation', 'Comedy', 'Family']",11/02/2007,False,False,2.303,4.0,1,5.2,352,['Amazon Prime Video'],CA,Canada,0,0,87
15066,tt0804550,en,Walking Tall: The Payback,['Documentary'],13/02/2007,False,False,7.098,6.3,42,4.7,1976,['Amazon Prime Video'],US,United States of America,0,0,88
13251,tt0783608,en,The Walker,"['Drama', 'Romance', 'TV Movie']",13/02/2007,False,False,7.759,5.1,72,5.8,5697,['Stan'],GB,United Kingdom,10000000,590416,108
16555,tt0778661,en,Daddy's Little Girls,"['Action', 'Crime', 'Thriller']",14/02/2007,False,False,9.649,7.0,88,5.8,7831,['Stan'],US,United States of America,10000000,31609243,100
4638,tt0425112,en,Hot Fuzz,['Comedy'],14/02/2007,False,False,29.334,7.5,6525,7.8,508952,['Stan'],FR,France,12000000,80573774,121
1265,tt0398808,en,Bridge to Terabithia,[],15/02/2007,False,False,51.523,7.3,4085,7.2,159949,['Stan'],US,United States of America,60000000,137587063,96
210250,tt1235535,en,Louis Theroux: Gambling in Las Vegas,"['Science Fiction', 'Horror']",20/02/2007,False,False,2.604,6.8,27,7.3,1441,['Stan'],GB,United Kingdom,0,0,60
29792,tt0471561,en,Fire Serpent,"['Horror', 'Action', 'Thriller']",24/02/2007,False,False,3.093,4.3,18,3.4,999,['Amazon Prime Video'],CA,Canada,2000000,0,89
2977,tt0416508,en,Becoming Jane,"['Horror', 'Thriller', 'Science Fiction', 'Action']",2/03/2007,False,False,16.841,7.3,1037,7.0,62616,['Amazon Prime Video'],GB,United Kingdom,16500000,37311672,120
1949,tt0443706,en,Zodiac,['Thriller'],2/03/2007,False,False,35.553,7.5,8945,7.7,546276,['Netflix'],US,United States of America,65000000,84785914,157
29797,tt0858437,en,Ed Gein: The Butcher of Plainfield,"['Drama', 'Thriller', 'Crime']",6/03/2007,False,False,6.927,3.6,25,3.6,2117,['Amazon Prime Video'],US,United States of America,1500000,0,90
16453,tt0804558,en,Zach Galifianakis: Live at the Purple Onion,['Documentary'],6/03/2007,False,False,7.161,7.0,61,7.2,4043,['Netflix'],US,United States of America,0,0,61
18290,tt0848542,en,Arranged,['Thriller'],10/03/2007,False,False,7.082,6.1,26,7.3,3007,['Amazon Prime Video'],US,United States of America,0,0,90
16962,tt1007920,en,Barbie Fairytopia: Magic of the Rainbow,"['Drama', 'History', 'TV Movie']",13/03/2007,False,False,29.085,6.8,366,6.1,2556,['Stan'],US,United States of America,0,0,75
8363,tt0829482,en,Superbad,['Documentary'],20/03/2007,False,False,65.915,7.2,6141,7.6,585123,['Netflix'],US,United States of America,20000000,170812526,113
7485,tt0822854,en,Shooter,"['Action', 'Thriller']",22/03/2007,False,False,55.863,7.1,4087,7.1,336909,"['Amazon Prime Video', 'Stan']",US,United States of America,61000000,95696996,124
1268,tt0453451,en,Mr. Bean's Holiday,"['Comedy', 'Crime', 'Drama']",22/03/2007,False,False,27.766,6.3,2460,6.4,127809,['Netflix'],FR,France,25000000,232225908,90
16385,tt0475355,en,Pride,"['Comedy', 'Romance']",23/03/2007,False,False,8.46,6.7,45,6.2,6627,['Stan'],DE,Germany,0,0,104
5723,tt0907657,en,Once,"['Comedy', 'Drama']",23/03/2007,False,False,16.17,7.4,1122,7.8,117530,['Stan'],IE,Ireland,160000,20710513,85
1273,tt0453556,en,TMNT,"['Fantasy', 'Action', 'Adventure']",23/03/2007,False,False,26.134,6.1,925,6.2,65450,"['Netflix', 'Stan']",US,United States of America,34000000,95608995,87
86762,tt0885468,en,Abducted: Fugitive for Love,"['Comedy', 'Drama', 'Romance']",25/03/2007,False,False,4.717,6.5,12,5.7,869,['Amazon Prime Video'],CA,Canada,0,0,90
17954,tt0479948,en,Living & Dying,"['Action', 'Adventure', 'Drama']",30/03/2007,False,False,5.05,4.6,15,3.9,1948,['Amazon Prime Video'],US,United States of America,0,0,90
9955,tt0445934,en,Blades of Glory,"['Comedy', 'Drama', 'Romance']",30/03/2007,False,False,20.308,6.1,1509,6.3,170859,['Stan'],US,United States of America,53000000,118200000,93
66616,tt0872314,en,Bottom Feeder,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",3/04/2007,False,False,3.684,5.2,14,4.2,794,['Amazon Prime Video'],CA,Canada,0,0,86
1992,tt1077258,en,Planet Terror,"['Action', 'Thriller', 'Drama', 'Crime']",6/04/2007,False,False,28.031,6.6,2960,7.1,213246,['Stan'],US,United States of America,0,0,105
39158,tt0491005,en,Kaw,"['Action', 'Thriller']",7/04/2007,False,False,7.14,4.5,62,4.3,2525,['Amazon Prime Video'],CA,Canada,0,0,93
7183,tt0457433,en,Perfect Stranger,['Documentary'],11/04/2007,False,False,23.63,5.8,786,5.7,48773,['Netflix'],US,United States of America,60795000,73090611,109
28101,tt0995033,en,Chicago Massacre: Richard Speck,"['Comedy', 'Romance', 'Drama']",15/04/2007,False,False,4.999,3.4,19,3.9,897,['Amazon Prime Video'],US,United States of America,1000000,0,92
29110,tt1104694,en,Garbage Warrior,"['Crime', 'Drama', 'Mystery']",19/04/2007,False,False,2.18,7.5,13,7.7,786,['Amazon Prime Video'],GB,United Kingdom,0,0,86
6145,tt0488120,en,Fracture,"['Crime', 'Thriller']",19/04/2007,False,False,29.93,7.3,3402,7.2,208075,['Stan'],DE,Germany,10000000,91354215,113
46855,tt0899270,en,A Life Interrupted,"['Science Fiction', 'Drama']",23/04/2007,False,False,4.577,5.4,9,6.0,254,['Amazon Prime Video'],CA,Canada,0,0,0
63581,tt1000764,en,Louis Theroux: The Most Hated Family in America,[],24/04/2007,False,False,7.461,7.4,67,7.9,4691,['Stan'],GB,United Kingdom,0,0,60
14636,tt0443473,en,The Condemned,"['Crime', 'Drama', 'Thriller']",27/04/2007,False,False,25.124,6.0,660,6.0,52881,['Netflix'],US,United States of America,0,8642858,113
15676,tt0483756,en,Nobel Son,"['Comedy', 'Romance', 'Drama']",28/04/2007,False,False,7.204,6.3,95,6.2,5965,['Amazon Prime Video'],US,United States of America,4000000,550782,110
22100,tt0472205,en,Watching the Detectives,"['Comedy', 'Horror']",1/05/2007,False,False,5.907,6.3,62,6.2,4956,['Amazon Prime Video'],US,United States of America,2000000,0,90
8669,tt0423977,en,Charlie Bartlett,"['Horror', 'Mystery']",1/05/2007,False,False,12.991,6.7,545,6.9,65608,['Amazon Prime Video'],US,United States of America,12000000,5254986,97
559,tt0413300,en,Spider-Man 3,"['Drama', 'Thriller']",1/05/2007,False,False,71.786,6.4,12314,6.3,594587,['Netflix'],US,United States of America,258000000,890871626,139
20351,tt0809931,en,Noise,"['Adventure', 'Science Fiction', 'Action']",3/05/2007,False,False,2.956,6.4,27,6.6,2697,['Stan'],AU,Australia,0,614572,108
13159,tt0791304,en,Georgia Rule,"['Romance', 'TV Movie', 'Drama']",10/05/2007,False,False,8.969,6.0,379,5.9,25403,['Netflix'],US,United States of America,20000000,25000167,113
46301,tt0465440,en,Disappearances,['Comedy'],11/05/2007,False,False,2.643,4.8,11,4.9,641,['Amazon Prime Video'],US,United States of America,1500000,312642,118
15019,tt0466839,en,I Could Never Be Your Woman,['Drama'],11/05/2007,False,False,16.446,5.9,354,6.0,18554,['Amazon Prime Video'],US,United States of America,24000000,9576495,97
46907,tt0972782,en,Notorious B.I.G.: Bigger Than Life,"['Action', 'Adventure', 'Drama', 'Thriller']",16/05/2007,False,False,5.088,6.5,13,6.9,314,['Amazon Prime Video'],US,United States of America,0,0,101
810,tt0413267,en,Shrek the Third,"['Comedy', 'Romance']",17/05/2007,False,False,123.71,6.3,7775,6.1,310418,"['Netflix', 'Stan']",US,United States of America,160000000,813367380,93
150966,tt0902328,en,The Bad Son,"['Comedy', 'Romance']",20/05/2007,False,False,1.741,4.5,4,5.3,287,['Amazon Prime Video'],US,United States of America,0,0,90
1991,tt1028528,en,Death Proof,['Drama'],22/05/2007,False,False,23.173,6.8,4373,7.0,294501,['Stan'],US,United States of America,25000000,31126421,113
40620,tt0763852,en,I Have Never Forgotten You: The Life & Legacy of Simon Wiesenthal,"['Comedy', 'Romance', 'Drama']",28/05/2007,False,False,2.091,7.8,16,7.9,707,['Amazon Prime Video'],US,United States of America,0,0,105
4964,tt0478311,en,Knocked Up,"['Drama', 'TV Movie']",1/06/2007,False,False,19.134,6.2,3461,6.9,372193,['Stan'],US,United States of America,30000000,219922417,129
4771,tt0452623,en,Gone Baby Gone,"['Crime', 'Drama', 'Thriller']",6/06/2007,False,False,21.715,7.3,3180,7.6,275099,['Stan'],US,United States of America,19000000,34619699,113
298,tt0496806,en,Ocean's Thirteen,"['Crime', 'Drama', 'Horror']",6/06/2007,False,False,22.045,6.7,5540,6.9,350255,"['Netflix', 'Stan']",US,United States of America,85000000,311312624,122
13363,tt0756683,en,The Man from Earth,"['Thriller', 'Horror', 'Mystery']",10/06/2007,False,False,18.088,7.6,1950,7.9,189353,['Amazon Prime Video'],US,United States of America,200000,0,87
6977,tt0477348,en,No Country for Old Men,"['Action', 'Drama', 'Mystery', 'Thriller']",13/06/2007,False,False,49.884,7.9,10316,8.2,977092,"['Netflix', 'Amazon Prime Video', 'Stan']",US,United States of America,25000000,171627166,122
3638,tt0481141,en,No Reservations,"['Romance', 'Drama']",15/06/2007,False,False,17.718,6.5,1080,6.3,75881,['Stan'],AU,Australia,28000000,92601050,104
13121,tt0780622,en,Teeth,"['Drama', 'Thriller', 'TV Movie']",17/06/2007,False,False,17.645,5.3,604,5.4,44413,['Stan'],US,United States of America,2000000,2340110,94
3021,tt0450385,en,1408,"['Science Fiction', 'Action']",22/06/2007,False,False,58.713,6.7,3687,6.8,277282,['Stan'],US,United States of America,25000000,132963417,104
1988,tt0829459,en,A Mighty Heart,"['Family', 'Comedy']",22/06/2007,False,False,12.634,6.4,274,6.6,27770,['Stan'],GB,United Kingdom,16000000,18928871,100
1858,tt0418279,en,Transformers,"['Action', 'Comedy', 'Crime']",27/06/2007,False,False,21.763,6.8,9829,7.0,641903,"['Netflix', 'Amazon Prime Video', 'Stan']",US,United States of America,150000000,709709780,143
204477,tt0963169,en,Daphne,"['Adventure', 'Fantasy', 'Romance', 'Family']",30/06/2007,False,False,4.241,6.1,18,6.4,525,['Amazon Prime Video'],GB,United Kingdom,0,0,90
2959,tt0762114,en,License to Wed,"['Mystery', 'TV Movie']",4/07/2007,False,False,14.447,5.7,776,5.2,39721,['Stan'],AU,Australia,35000000,69307224,91
28791,tt1018877,en,Brutal,"['Comedy', 'Drama', 'Romance']",10/07/2007,False,False,2.965,4.1,15,3.6,979,['Amazon Prime Video'],US,United States of America,0,0,91
15071,tt0770806,en,The Contractor,"['Action', 'Thriller']",10/07/2007,False,False,11.671,5.6,127,5.4,9429,['Netflix'],BG,Bulgaria,0,0,105
3563,tt0762107,en,I Now Pronounce You Chuck & Larry,"['History', 'Drama', 'Thriller', 'Crime', 'Mystery']",12/07/2007,False,False,26.513,6.0,1996,5.9,148916,['Netflix'],US,United States of America,85000000,187134117,115
8748,tt0494222,en,Eagle vs Shark,['Horror'],15/07/2007,False,False,12.146,6.5,236,6.7,25144,['Netflix'],NZ,New Zealand,0,0,87
2976,tt0427327,en,Hairspray,"['Drama', 'Action', 'Thriller']",19/07/2007,False,False,22.827,6.7,2257,6.7,132290,['Stan'],GB,United Kingdom,50000000,90450008,117
39517,tt1043903,en,Clapham Junction,['Western'],22/07/2007,False,False,7.06,6.7,39,7.2,2960,['Amazon Prime Video'],GB,United Kingdom,0,0,99
13250,tt0489664,en,Butterfly on a Wheel,['Documentary'],27/07/2007,False,False,13.259,6.4,421,6.6,32544,['Stan'],CA,Canada,20000000,0,95
13008,tt0802948,en,An American Crime,"['Crime', 'Drama', 'Music']",27/07/2007,False,False,15.013,7.3,551,7.2,35272,['Amazon Prime Video'],US,United States of America,2000000,0,97
5857,tt0897361,en,I Know Who Killed Me,"['Action', 'Drama', 'Western']",27/07/2007,False,False,14.236,4.5,316,3.6,29982,['Stan'],US,United States of America,12000000,9620399,105
18362,tt1047610,en,Doug Stanhope: No Refunds,['Documentary'],3/08/2007,False,False,3.723,7.4,24,8.1,1171,['Amazon Prime Video'],US,United States of America,0,0,61
2503,tt0440963,en,The Bourne Ultimatum,"['Crime', 'Thriller', 'Mystery']",3/08/2007,False,False,31.893,7.4,6759,8.0,637385,['Stan'],FR,France,70000000,442824138,115
103902,tt0838231,en,Unfinished Sky,"['Adventure', 'Drama']",4/08/2007,False,False,3.641,6.6,18,6.8,1251,['Amazon Prime Video'],AU,Australia,0,0,94
