tmdb_id,imdb_id,original_language,original_title,genre_id,release_date,video,adult,popularity,tmdb_rating_avg,tmdb_vote_count,imdb_rating,imdb_votes,providers,iso_country,country_name,budget,revenue,runtime
31875,tt0258761,en,Last Resort,"['Romance', 'Drama']",23/02/2000,False,False,3.096,6.6,19,7.2,1993,['Amazon Prime Video'],GB,United Kingdom,0,0,73
16874,tt0216417,en,The Wog Boy,['Comedy'],24/02/2000,False,False,2.606,5.3,20,5.7,2196,['Stan'],AU,Australia,0,0,92
730835,tt12878352,en,Prime Evil,['Documentary'],25/02/2000,False,False,0.851,0.0,0,5.4,6,['Amazon Prime Video'],ZA,South Africa,0,0,53
446926,tt0175245,en,Catch a Falling Star,"['Romance', 'Comedy', 'TV Movie']",5/03/2000,False,False,2.822,6.7,3,5.9,518,['Amazon Prime Video'],CA,Canada,0,0,0
9532,tt0195714,en,Final Destination,['Horror'],17/03/2000,False,False,66.943,6.6,4711,6.7,259315,['Netflix'],US,United States of America,23000000,112880294,98
462,tt0195685,en,Erin Brockovich,['Drama'],17/03/2000,False,False,27.033,7.4,2647,7.4,200756,['Stan'],US,United States of America,52000000,256271286,131
1900,tt0181865,en,Traffic,"['Thriller', 'Drama', 'Crime']",23/03/2000,False,False,22.675,7.1,1775,7.6,209139,['Stan'],DE,Germany,48000000,207515725,147
60489,tt0214871,en,The Last Patrol,['Action'],1/04/2000,False,False,4.804,4.0,23,3.6,1604,['Amazon Prime Video'],IL,Israel,3000000,0,95
41165,tt0158033,en,Nora,['Drama'],5/04/2000,False,False,2.479,5.2,11,5.9,1784,['Amazon Prime Video'],DE,Germany,0,0,106
18002,tt0199727,en,"Love, Honour and Obey","['Action', 'Comedy', 'Thriller', 'Crime']",7/04/2000,False,False,3.616,5.8,47,6.4,5512,['Amazon Prime Video'],GB,United Kingdom,0,0,103
10479,tt0160797,en,Rules of Engagement,"['War', 'Action', 'Adventure', 'Drama', 'History']",7/04/2000,False,False,18.88,6.2,582,6.4,48438,['Stan'],US,United States of America,60000000,71000000,128
