,adult,genre_id,tmdb_id,imdb_id,budget,revenue,original_title,original_language,popularity,release_date,title,vote_average,vote_count,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6
1913,False,['Drama'],91311,tt1727381,0,0,The Trouble with the Truth,en,2.144,2012-09-14,The Trouble with the Truth,5.9,8,Comedy,Horror,Thriller,Mystery,,
1914,False,['Documentary'],90748,tt2221404,0,0,It’s a Girl!,en,1.244,2012-09-14,It’s a Girl!,6.4,5,Comedy,,,,,
1915,False,"['Romance', 'Comedy', 'Drama']",84306,tt1872818,0,327345,Liberal Arts,en,14.507,2012-09-14,Liberal Arts,6.45,462,,,,,,
1916,False,"['Drama', 'Thriller']",60599,tt1764183,12000000,35485056,Arbitrage,en,12.831,2012-09-14,Arbitrage,6.278,724,Documentary,,,,,
1917,False,"['Animation', 'Family']",132156,tt2213346,0,0,Thomas & Friends: Blue Mountain Mystery - The Movie,en,3.366,2012-09-18,Thomas & Friends: Blue Mountain Mystery - The Movie,5.4,10,Documentary,,,,,
1918,False,"['Thriller', 'Action']",128876,tt1992258,0,0,Tower Block,en,15.672,2012-09-19,Tower Block,5.907,156,Animation,Adventure,Comedy,Family,,
1919,False,['Drama'],84892,tt1659337,13000000,33400000,The Perks of Being a Wallflower,en,38.647,2012-09-20,The Perks of Being a Wallflower,7.775,9385,Documentary,Drama,,,,
1920,False,"['Crime', 'Drama', 'Thriller']",77016,tt1855199,7000000,48126384,End of Watch,en,23.999,2012-09-20,End of Watch,7.3,2778,Science Fiction,Thriller,,,,
1921,False,"['Animation', 'Comedy', 'Family', 'Fantasy']",76492,tt0837562,85000000,358375603,Hotel Transylvania,en,53.467,2012-09-20,Hotel Transylvania,6.953,7675,Action,Science Fiction,Adventure,Thriller,,
1922,False,['Horror'],202508,tt2418198,3500,0,Everyone Must Die!,en,0.6,2012-09-23,Everyone Must Die!,5.0,2,Thriller,Drama,History,,,
1924,False,"['Action', 'Thriller', 'Science Fiction']",59967,tt1276104,30000000,47042000,Looper,en,31.809,2012-09-26,Looper,6.865,9205,Comedy,Drama,,,,
1925,False,"['Comedy', 'Music', 'Romance']",114150,tt1981677,17000000,115400000,Pitch Perfect,en,25.43,2012-09-28,Pitch Perfect,7.309,5986,Crime,Drama,Thriller,Action,,
1926,False,"['Horror', 'Comedy']",637164,tt6749806,0,0,Driving Lessons,en,0.6,2012-09-30,Driving Lessons,6.0,1,Animation,,,,,
1927,False,['Documentary'],150601,tt2407484,0,0,MicroPlanet 3D,en,1.124,2012-10-01,MicroPlanet 3D,8.0,1,TV Movie,Drama,,,,
1928,False,['Horror'],132250,tt1313244,0,0,Hypothermia,en,5.071,2012-10-02,Hypothermia,3.953,43,Comedy,Family,TV Movie,,,
1929,False,['Comedy'],268831,tt2463464,0,0,Steve Trevino: Grandpa Joe's Son,en,0.874,2012-10-04,Steve Trevino: Grandpa Joe's Son,6.5,1,Family,Animation,,,,
1930,False,['Documentary'],135921,tt2366308,0,0,Everything or Nothing,en,9.396,2012-10-05,Everything or Nothing,7.3,62,Drama,Western,,,,
1931,False,"['Drama', 'Comedy']",97683,tt1995304,0,0,Fat Kid Rules The World,en,4.479,2012-10-05,Fat Kid Rules The World,6.9,27,Horror,,,,,
1932,False,['Documentary'],121667,tt2376024,0,0,Venus and Serena,en,3.039,2012-10-06,Venus and Serena,5.8,9,Animation,Comedy,Adventure,Family,Science Fiction,
1933,False,['Comedy'],137144,tt2461736,0,0,Jeff Dunham: Minding the Monsters,en,2.838,2012-10-07,Jeff Dunham: Minding the Monsters,6.2,23,History,Drama,TV Movie,,,
1934,False,['Horror'],121071,tt2049511,3000000,0,No Tell Motel,en,3.658,2012-10-09,No Tell Motel,4.259,29,,,,,,
1935,False,['Drama'],158388,tt1614430,0,0,Little Red Wagon,en,3.57,2012-10-10,Little Red Wagon,6.5,12,Comedy,,,,,
1936,False,"['Drama', 'Romance', 'War']",143970,tt1667439,0,0,Private Peaceful,en,5.847,2012-10-12,Private Peaceful,6.833,33,Documentary,History,,,,
1937,False,"['Drama', 'Science Fiction', 'Mystery']",134371,tt1985017,0,0,Atlas Shrugged: Part II,en,10.812,2012-10-12,Atlas Shrugged: Part II,5.344,106,Crime,Drama,,,,
1938,False,['Horror'],119278,tt2025667,0,0,Smiley,en,13.748,2012-10-12,Smiley,4.424,349,Music,Documentary,,,,
1939,False,"['Crime', 'Drama', 'Mystery', 'TV Movie']",141095,tt2087820,0,0,Jack Irish: Bad Debts,en,4.162,2012-10-14,Jack Irish: Bad Debts,6.311,37,Documentary,,,,,
1940,False,['Documentary'],251597,tt6239558,0,0,The People of the Kattawapiskak River,en,0.892,2012-10-17,The People of the Kattawapiskak River,0.0,0,Documentary,,,,,
1941,False,"['Action', 'Thriller', 'Crime', 'Mystery']",94348,tt1712170,45000000,30353232,Alex Cross,en,15.071,2012-10-18,Alex Cross,5.207,634,Comedy,Drama,Romance,,,
1942,False,['Documentary'],224414,tt2357003,0,0,Bound by Flesh,en,2.305,2012-10-19,Bound by Flesh,5.8,15,Drama,,,,,
1943,False,"['Drama', 'Family', 'Mystery']",853675,tt3283632,0,0,Parts of the Same Circle,en,0.6,2012-10-20,Parts of the Same Circle,0.0,0,,,,,,
1944,False,"['Family', 'Animation', 'Comedy', 'Mystery']",119321,tt2235542,0,0,Big Top Scooby-Doo!,en,17.297,2012-10-22,Big Top Scooby-Doo!,7.9,170,Drama,,,,,
1945,False,"['Music', 'Documentary']",62941,tt2620886,600000,0,The Doors: Live at the Bowl '68,en,5.248,2012-10-22,The Doors: Live at the Bowl '68,7.056,18,Comedy,,,,,
1946,False,['Horror'],587927,tt2148871,0,0,Bloody Christmas,en,0.6,2012-10-23,Bloody Christmas,5.0,1,,,,,,
1947,False,[],140834,tt2122381,0,0,Last Will. & Testament,en,1.719,2012-10-23,Last Will. & Testament,0.0,0,,,,,,
1948,False,"['Crime', 'Drama', 'TV Movie']",141099,tt2090537,0,0,Jack Irish: Black Tide,en,4.905,2012-10-24,Jack Irish: Black Tide,6.792,24,Adventure,Comedy,Drama,,,
1949,False,"['Action', 'Adventure', 'Thriller']",37724,tt1074638,200000000,1108569499,Skyfall,en,53.278,2012-10-24,Skyfall,7.216,13978,Comedy,,,,,
1950,False,"['Comedy', 'Horror']",140403,tt2396495,0,0,Fresh Meat,en,3.426,2012-10-25,Fresh Meat,5.51,49,Drama,Mystery,Thriller,,,
1951,False,[],134408,tt1598435,0,0,The Black Tulip,en,5.18,2012-10-26,The Black Tulip,5.0,1,Comedy,,,,,
1952,False,"['Action', 'Horror', 'Western']",46429,tt0829176,17000000,0,Gallowwalkers,en,12.721,2012-10-27,Gallowwalkers,4.831,302,TV Movie,Drama,Thriller,,,
1953,False,"['Mystery', 'TV Movie']",183437,tt2174072,0,0,The Mystery of a Hansom Cab,en,2.893,2012-10-28,The Mystery of a Hansom Cab,6.45,10,,,,,,
1954,False,"['Comedy', 'Horror']",142931,tt2310958,0,0,Summertime,en,1.96,2012-10-30,Summertime,6.1,7,Science Fiction,Action,Animation,Mystery,,
1955,False,['Comedy'],172040,tt2483516,200000,1386692,Housos vs. Authority,en,1.887,2012-11-01,Housos vs. Authority,5.2,6,,,,,,
1956,False,"['Horror', 'Documentary', 'Drama']",154239,tt2658192,0,0,A Haunting on Potter Street: The Potter Street Station,en,2.075,2012-11-02,A Haunting on Potter Street: The Potter Street Station,6.0,3,TV Movie,Mystery,Thriller,Action,,
1957,False,['Action'],97430,tt1258972,15000000,20546518,The Man with the Iron Fists,en,15.478,2012-11-02,The Man with the Iron Fists,5.502,981,Crime,Drama,Action,Thriller,,
1958,False,['Drama'],87502,tt1907668,31000000,161772375,Flight,en,30.045,2012-11-02,Flight,6.802,5316,Fantasy,Horror,Action,,,
1959,False,['Documentary'],165815,tt2149708,0,0,Earth from Space,en,1.21,2012-11-13,Earth from Space,8.5,2,Thriller,Crime,Drama,,,
1960,False,['Comedy'],143295,tt2520808,0,0,What About Dick?,en,3.784,2012-11-13,What About Dick?,7.4,10,Adventure,Fantasy,Horror,Comedy,,
1961,False,"['Comedy', 'Romance']",115446,tt2006721,4500000,0,Divorce Invitation,en,7.057,2012-11-14,Divorce Invitation,4.6,25,Documentary,,,,,
1962,False,[],168640,tt2302551,0,0,Blood Relative,en,0.6,2012-11-15,Blood Relative,0.0,0,Comedy,,,,,
1963,False,"['Family', 'Comedy']",143569,tt2281215,0,0,Elf-Man,en,4.084,2012-11-15,Elf-Man,3.3,18,History,Documentary,,,,
1964,False,"['Drama', 'Comedy', 'Romance']",82693,tt1045658,21000000,236412453,Silver Linings Playbook,en,30.692,2012-11-16,Silver Linings Playbook,7.125,10885,Comedy,,,,,
1965,False,['Documentary'],127850,tt2515126,0,0,Inventing David Geffen,en,2.388,2012-11-19,Inventing David Geffen,7.8,4,,,,,,
1967,False,"['Family', 'Animation', 'Fantasy', 'Action', 'Adventure']",81188,tt1446192,145000000,306941670,Rise of the Guardians,en,60.942,2012-11-21,Rise of the Guardians,7.357,5917,Documentary,,,,,
1968,False,['History'],980921,tt2828394,0,0,The Norse: An Arctic Mystery,en,0.628,2012-11-22,The Norse: An Arctic Mystery,7.0,1,Romance,Thriller,,,,
1969,False,"['TV Movie', 'Crime', 'Mystery', 'Thriller']",148151,tt2343292,0,0,Dark Desire,en,7.628,2012-11-23,Dark Desire,5.2,10,Horror,,,,,
1970,False,['Documentary'],379273,tt9778374,0,0,Galapagos Realm Of Giant Sharks,en,1.96,2012-11-26,Galapagos Realm Of Giant Sharks,6.0,1,Horror,,,,,
1971,False,"['Adventure', 'Fantasy', 'Action']",49051,tt0903624,250000000,1021103568,The Hobbit: An Unexpected Journey,en,135.044,2012-11-26,The Hobbit: An Unexpected Journey,7.319,16599,Comedy,Romance,,,,
1972,False,['Comedy'],199565,tt2498626,0,0,The Movie Out Here,en,1.356,2012-11-30,The Movie Out Here,4.167,6,Animation,Family,,,,
1973,False,"['Comedy', 'Horror', 'Thriller', 'Mystery']",139455,tt2347497,0,14567,Silent Night,en,14.051,2012-11-30,Silent Night,5.294,237,Comedy,Drama,Fantasy,,,
1975,False,['Comedy'],153221,tt2522132,0,0,Hemingway,en,1.477,2012-12-04,Hemingway,0.0,0,Drama,,,,,
1976,False,[],410301,tt2169316,0,0,Once Around the Sun,en,0.6,2012-12-05,Once Around the Sun,0.0,0,Horror,,,,,
1977,False,['Documentary'],301423,tt2124900,0,0,Roadmap to Apartheid,en,0.6,2012-12-06,Roadmap to Apartheid,0.0,0,Documentary,,,,,
1978,False,['Documentary'],145091,tt1426386,0,0,Lost Angels: Skid Row Is My Home,en,1.858,2012-12-07,Lost Angels: Skid Row Is My Home,6.4,10,Action,Science Fiction,TV Movie,Adventure,Drama,Thriller
1979,False,"['Animation', 'Adventure', 'Comedy', 'Family']",136793,tt1321862,0,0,Dino Time,en,9.898,2012-12-07,Dino Time,5.672,58,Comedy,,,,,
1980,False,"['Documentary', 'Drama']",106344,tt1754853,0,0,Waiting for Lightning,en,2.865,2012-12-07,Waiting for Lightning,5.5,8,Documentary,,,,,
1981,False,"['Science Fiction', 'Thriller']",401064,tt2244642,0,0,B4,en,1.098,2012-12-14,B4,4.7,6,Documentary,,,,,
1982,False,"['Action', 'Science Fiction', 'Adventure', 'Thriller']",145738,tt2439946,0,0,40 Days and Nights,en,8.931,2012-12-15,40 Days and Nights,3.04,62,Drama,Thriller,,,,
1983,False,"['Thriller', 'Drama', 'History']",97630,tt1790885,40000000,132820716,Zero Dark Thirty,en,24.019,2012-12-19,Zero Dark Thirty,6.977,3943,Drama,,,,,
1984,False,['Comedy'],82687,tt1694020,40000000,41863726,The Guilt Trip,en,14.883,2012-12-19,The Guilt Trip,5.582,602,Thriller,Action,Crime,Drama,,
1985,False,"['Comedy', 'Drama']",173294,tt2006810,0,0,Papadopoulos & Sons,en,3.639,2012-12-20,Papadopoulos & Sons,6.067,30,Documentary,,,,,
1986,False,"['Crime', 'Drama', 'Thriller', 'Action']",75780,tt0790724,60000000,218340595,Jack Reacher,en,57.715,2012-12-20,Jack Reacher,6.6,6125,Comedy,Romance,,,,
1987,False,['Animation'],423582,,0,0,Chota Bheem Aur Ganesh in the Amazing Odyssey,en,1.713,2012-12-23,Chota Bheem Aur Ganesh in the Amazing Odyssey,0.0,0,Comedy,Music,,,,
1988,False,"['TV Movie', 'Drama']",152980,tt2220204,0,0,Loving Miss Hatto,en,2.71,2012-12-23,Loving Miss Hatto,7.25,4,Science Fiction,,,,,
1989,False,"['Comedy', 'Family', 'TV Movie']",152347,tt2428246,0,0,Mr. Stink,en,2.971,2012-12-23,Mr. Stink,6.375,20,Comedy,,,,,
1990,False,"['Family', 'Animation']",152581,tt2484120,0,0,Room on the Broom,en,7.705,2012-12-25,Room on the Broom,6.438,73,Crime,Thriller,,,,
1991,False,"['Drama', 'Western']",68718,tt1853728,100000000,425368238,Django Unchained,en,61.991,2012-12-25,Django Unchained,8.157,23500,Drama,Crime,,,,
1992,False,['Horror'],103620,tt2103217,6000000,31081,Maniac,en,10.739,2012-12-26,Maniac,6.037,784,,,,,,
1993,False,"['Animation', 'Comedy', 'Adventure', 'Family', 'Science Fiction']",68179,tt0765446,40000000,74597643,Escape from Planet Earth,en,14.932,2012-12-27,Escape from Planet Earth,5.719,660,Family,Adventure,,,,
1994,False,"['History', 'Drama', 'TV Movie']",213386,tt2535664,5000000,0,Barabbas,en,2.785,2012-12-28,Barabbas,6.313,9,Animation,Adventure,Family,Fantasy,Comedy,Action
1995,False,[],928559,tt2187047,0,0,Pure Punjabi,en,0.6,2012-12-30,Pure Punjabi,0.0,0,Action,Thriller,,,,
1996,False,['Comedy'],166773,tt2605244,0,0,Andrew Dice Clay: Indestructible,en,1.25,2012-12-31,Andrew Dice Clay: Indestructible,4.3,3,Comedy,Drama,Romance,,,
1998,False,"['Documentary', 'History']",999748,tt22749642,0,0,Lost Treasures of the Silk Road,en,0.6,2013-01-01,Lost Treasures of the Silk Road,0.0,0,Music,,,,,
1999,False,"['Crime', 'Drama']",575634,tt2388886,0,0,Winnerz,en,1.223,2013-01-01,Winnerz,0.0,0,Drama,,,,,
2001,False,"['Music', 'Documentary']",494919,tt6512256,0,0,Stevie Nicks: Through the Looking Glass,en,0.884,2013-01-01,Stevie Nicks: Through the Looking Glass,7.0,1,Science Fiction,Adventure,Action,Thriller,,
2002,False,['Documentary'],375551,tt4571846,0,0,The Spy Who Went Into the Cold,en,1.726,2013-01-01,The Spy Who Went Into the Cold,6.4,5,Thriller,TV Movie,,,,
2003,False,['Documentary'],340958,tt5238582,0,0,Trafficker,en,0.6,2013-01-01,Trafficker,0.0,0,Drama,,,,,
2004,False,"['Comedy', 'Drama', 'Romance']",316183,tt2375763,0,0,What Other Couples Do,en,2.591,2013-01-01,What Other Couples Do,3.5,8,Drama,,,,,
2005,False,['Drama'],300843,tt2857048,0,0,In His Steps,en,0.922,2013-01-01,In His Steps,6.0,1,Documentary,,,,,
2006,False,[],299345,tt2206844,0,0,Dearly Departed,en,0.6,2013-01-01,Dearly Departed,0.0,0,Action,Horror,Science Fiction,,,
2007,False,['Drama'],295196,tt2245277,2250000,0,Watercolor Postcards,en,3.897,2013-01-01,Watercolor Postcards,6.6,12,Drama,Documentary,,,,
2008,False,['Comedy'],277454,tt3065504,0,0,Shane Mauss: Mating Season,en,0.672,2013-01-01,Shane Mauss: Mating Season,7.0,1,Documentary,Music,,,,
2009,False,[],274074,tt3618306,0,0,Lipstick and Liquor,en,0.6,2013-01-01,Lipstick and Liquor,0.0,0,Documentary,,,,,
2011,False,[],270999,tt2794722,0,0,"Alien Paranormal: Bigfoot, UFO's and the Men in Black",en,0.6,2013-01-01,"Alien Paranormal: Bigfoot, UFO's and the Men in Black",0.0,0,Action,Science Fiction,Adventure,Mystery,,
2012,False,"['Adventure', 'Comedy', 'Drama']",270627,tt2259620,0,0,Gordon Family Tree,en,0.645,2013-01-01,Gordon Family Tree,0.0,0,Drama,Romance,,,,
2013,False,['Comedy'],257063,tt3065448,0,0,Tammy Pescatelli: Finding the Funny,en,1.91,2013-01-01,Tammy Pescatelli: Finding the Funny,6.0,4,Comedy,,,,,
2014,False,"['Drama', 'Mystery', 'Thriller']",242466,tt2739524,0,0,The Surrogate,en,2.099,2013-01-01,The Surrogate,4.794,17,Comedy,,,,,
2015,False,['Comedy'],220153,tt2836376,0,0,Iliza Shlesinger: War Paint,en,3.982,2013-01-01,Iliza Shlesinger: War Paint,6.5,58,Documentary,,,,,
2016,False,"['TV Movie', 'Drama', 'Thriller']",210289,tt2353092,0,0,The Surrogacy Trap,en,4.155,2013-01-01,The Surrogacy Trap,5.5,18,Comedy,,,,,
2017,False,[],157792,tt2659574,0,0,A Russian Fairytale,en,0.6,2013-01-01,A Russian Fairytale,9.0,1,Drama,Music,Romance,,,
2018,False,"['Science Fiction', 'Action', 'Animation', 'Mystery']",142061,tt2166834,3500000,0,"Batman: The Dark Knight Returns, Part 2",en,27.131,2013-01-03,"Batman: The Dark Knight Returns, Part 2",7.977,1218,Action,Adventure,,,,
2019,False,[],231624,tt2376226,0,0,Cold Spring,en,1.209,2013-01-04,Cold Spring,9.0,2,Action,Drama,Thriller,,,
2020,False,"['TV Movie', 'Mystery', 'Thriller', 'Action']",158689,tt2554856,0,0,Willed to Kill,en,2.714,2013-01-05,Willed to Kill,5.1,13,,,,,,
2021,False,"['Crime', 'Drama', 'Action', 'Thriller']",82682,tt1321870,60000000,105200903,Gangster Squad,en,20.925,2013-01-10,Gangster Squad,6.342,3636,Comedy,,,,,
2022,False,"['Fantasy', 'Horror', 'Action']",60304,tt1428538,50000000,226349749,Hansel & Gretel: Witch Hunters,en,57.299,2013-01-17,Hansel & Gretel: Witch Hunters,6.011,6091,,,,,,
2023,False,"['Thriller', 'Crime', 'Drama']",98357,tt1235522,56000000,34737199,Broken City,en,18.979,2013-01-18,Broken City,5.9,1281,Drama,,,,,
2024,False,"['Adventure', 'Fantasy', 'Horror', 'Comedy']",74461,tt1545660,0,0,Knights of Badassdom,en,10.161,2013-01-21,Knights of Badassdom,5.658,345,Comedy,Drama,Romance,,,
2028,False,['Documentary'],273745,tt2177180,0,0,A Year in Burgundy,en,2.839,2013-01-26,A Year in Burgundy,7.2,8,,,,,,
2029,False,['Comedy'],251266,tt2301147,0,0,Sex After Kids,en,5.59,2013-01-26,Sex After Kids,5.73,37,Horror,Thriller,Drama,,,
2030,False,"['History', 'Documentary']",321635,tt2547528,0,0,Henry Ford,en,2.258,2013-01-29,Henry Ford,8.7,3,Drama,,,,,
2031,False,['Comedy'],257064,tt2631472,0,0,Arnez J: Racially Motivated,en,2.008,2013-01-30,Arnez J: Racially Motivated,6.2,8,Family,Drama,,,,
2034,False,[],271541,tt1347524,0,0,The Joe Manifesto,en,0.6,2013-02-02,The Joe Manifesto,3.0,1,Documentary,,,,,
2035,False,['Documentary'],452241,tt2677712,0,0,Richard III: The King in the Car Park,en,1.22,2013-02-04,Richard III: The King in the Car Park,0.0,0,Action,Thriller,,,,
2036,False,['Documentary'],555107,tt2547530,0,0,Silicon Valley,en,1.467,2013-02-05,Silicon Valley,0.0,0,Drama,,,,,
2037,False,"['Romance', 'Thriller']",112949,tt1702439,28000000,97594140,Safe Haven,en,17.716,2013-02-07,Safe Haven,7.245,2114,Comedy,,,,,
2038,False,['Horror'],232995,tt2254790,0,0,Foresight Killer Instinct,en,0.6,2013-02-13,Foresight Killer Instinct,2.0,2,Drama,Romance,,,,
2039,False,['Horror'],255293,tt2357866,0,0,Axeman at Cutter's Creek,en,1.039,2013-02-14,Axeman at Cutter's Creek,3.4,4,Documentary,,,,,
2040,False,"['Comedy', 'Romance']",224185,tt2662230,0,0,Flower Girl,en,1.538,2013-02-14,Flower Girl,6.0,2,Documentary,TV Movie,,,,
2041,False,"['Animation', 'Family']",168903,tt2630134,0,0,Barbie in the Pink Shoes,en,26.087,2013-02-14,Barbie in the Pink Shoes,6.818,303,Drama,TV Movie,,,,
2042,False,"['Comedy', 'Drama', 'Fantasy']",224946,tt1754228,176199,0,Motivational Growth,en,1.914,2013-02-15,Motivational Growth,6.1,11,Action,Thriller,Crime,,,
2043,False,"['Thriller', 'Drama', 'Action']",134411,tt0882977,35000000,42930462,Snitch,en,39.377,2013-02-21,Snitch,6.063,2104,Documentary,,,,,
2044,False,['Drama'],172229,tt2723358,0,0,Doctor Bello,en,2.07,2013-02-22,Doctor Bello,6.0,2,Drama,Romance,,,,
2045,False,['Horror'],121175,tt1928123,0,0,Before Dawn,en,1.985,2013-02-22,Before Dawn,4.3,13,Drama,Thriller,,,,
2046,False,['Documentary'],772892,tt2766776,0,0,Richard III: The Unseen Story,en,0.6,2013-02-27,Richard III: The Unseen Story,5.0,1,Horror,Thriller,,,,
2047,False,"['Action', 'Science Fiction', 'TV Movie', 'Adventure', 'Drama', 'Thriller']",172767,tt2518848,300000,0,500 MPH Storm,en,8.215,2013-02-28,500 MPH Storm,5.31,71,TV Movie,Science Fiction,,,,
2048,False,['Comedy'],173189,tt2226050,0,0,Brian Posehn: The Fartist,en,2.238,2013-03-01,Brian Posehn: The Fartist,6.5,15,Thriller,Crime,,,,
2049,False,['Documentary'],84196,tt1539489,0,0,A Fierce Green Fire,en,3.439,2013-03-01,A Fierce Green Fire,6.1,12,Fantasy,Horror,,,,
2050,False,['Documentary'],261336,tt2145847,0,0,Viva Cuba Libre: Rap Is War,en,0.6,2013-03-02,Viva Cuba Libre: Rap Is War,7.0,3,History,Documentary,,,,
2051,False,"['Drama', 'Thriller']",230539,tt1748133,0,0,Nicotine Stains,en,0.85,2013-03-02,Nicotine Stains,5.2,5,Documentary,,,,,
2052,False,['Drama'],173228,tt2400272,0,0,Something Necessary,en,2.192,2013-03-03,Something Necessary,6.75,6,Drama,Thriller,Crime,,,
2053,False,"['Thriller', 'Action', 'Crime', 'Drama']",102362,tt2101341,0,18074539,Dead Man Down,en,19.831,2013-03-08,Dead Man Down,6.138,1279,Drama,History,Adventure,,,
2054,False,['Documentary'],176238,tt2830416,0,0,Hawking,en,5.208,2013-03-11,Hawking,7.641,39,Science Fiction,Horror,Thriller,,,
2055,False,"['Comedy', 'Romance']",233364,tt2769454,0,10000000,Must Be... Love,en,2.927,2013-03-12,Must Be... Love,6.0,17,Comedy,,,,,
2056,False,"['Comedy', 'Music']",179340,tt1860238,114,0,Goddess,en,3.23,2013-03-12,Goddess,5.4,13,Thriller,,,,,
2057,False,['Science Fiction'],179095,tt1773617,1050000,0,Singularity Principle,en,1.452,2013-03-13,Singularity Principle,6.6,4,Thriller,Crime,Drama,,,
2058,False,['Comedy'],178946,tt2523852,0,0,Craig Ferguson: I'm Here to Help,en,2.888,2013-03-14,Craig Ferguson: I'm Here to Help,6.2,25,Comedy,Drama,,,,
2059,False,"['Crime', 'Thriller']",158011,tt1911644,13000000,68572378,The Call,en,27.363,2013-03-14,The Call,6.805,2621,Comedy,Drama,,,,
2060,False,"['Drama', 'Crime']",97367,tt1817273,15000000,35485608,The Place Beyond the Pines,en,19.805,2013-03-14,The Place Beyond the Pines,6.95,4303,Comedy,,,,,
2061,False,[],616786,tt2275338,0,0,Tuhya Dharma Koncha?,en,0.6,2013-03-15,What's Your Religion?,0.0,0,Documentary,,,,,
2062,False,"['Family', 'Adventure']",172386,tt2221648,0,0,Return to Nim's Island,en,8.016,2013-03-15,Return to Nim's Island,6.548,614,Comedy,,,,,
2063,False,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Comedy', 'Action']",49519,tt0481499,135000000,587204668,The Croods,en,62.025,2013-03-15,The Croods,6.914,6275,Comedy,,,,,
2065,False,"['Action', 'Thriller']",117263,tt2302755,70000000,161025640,Olympus Has Fallen,en,55.541,2013-03-20,Olympus Has Fallen,6.371,5930,Documentary,Music,,,,
2066,False,"['Comedy', 'Drama', 'Romance']",144340,tt1814621,13000000,18637201,Admission,en,10.933,2013-03-21,Admission,5.613,551,Drama,Crime,,,,
2067,False,"['Action', 'Adventure', 'Romance', 'Science Fiction', 'Thriller']",72710,tt1517260,44000000,63327201,The Host,en,28.383,2013-03-22,The Host,6.287,3661,Action,Adventure,Science Fiction,,,
2068,False,['Music'],238894,tt2778158,0,0,CeeLo Green is Loberace - LIve in Las Vegas,en,0.874,2013-03-24,CeeLo Green is Loberace - LIve in Las Vegas,9.0,1,Documentary,Music,,,,
2069,False,['Drama'],228634,tt2735760,0,0,Wodehouse In Exile,en,1.659,2013-03-25,Wodehouse In Exile,7.5,5,Comedy,,,,,
2070,False,['Music'],49416,tt0262684,0,0,Peter Frampton: Live in Detroit,en,2.337,2013-03-26,Peter Frampton: Live in Detroit,7.2,2,Documentary,,,,,
2071,False,"['Science Fiction', 'Adventure', 'Action', 'Thriller']",72559,tt1583421,130000000,371876278,G.I. Joe: Retaliation,en,40.576,2013-03-27,G.I. Joe: Retaliation,5.583,5024,Horror,,,,,
2072,False,"['Thriller', 'TV Movie']",184724,tt2641874,0,0,Dirty Teacher,en,7.27,2013-03-29,Dirty Teacher,5.988,40,Family,Music,,,,
2073,False,['Drama'],97006,tt2070862,0,0,Temptation: Confessions of a Marriage Counselor,en,14.612,2013-03-29,Temptation: Confessions of a Marriage Counselor,6.5,132,Drama,,,,,
2074,False,['Drama'],182514,tt2736822,0,0,Great Expectations,en,1.263,2013-04-03,Great Expectations,0.0,0,Documentary,Adventure,,,,
2075,False,['Documentary'],179799,tt2207870,0,0,Tattoo Nation,en,2.693,2013-04-04,Tattoo Nation,6.6,8,Action,Drama,Horror,Science Fiction,Thriller,
2076,False,"['Action', 'Horror', 'Science Fiction']",184712,tt2457138,0,0,Battledogs,en,0.6,2013-04-05,Battledogs,4.755,49,Documentary,,,,,
2077,False,"['Drama', 'Documentary']",274939,tt2420082,0,0,Small Small Thing,en,1.175,2013-04-06,Small Small Thing,0.0,0,Documentary,,,,,
2078,False,"['Documentary', 'Music']",482768,tt2993636,0,0,Balkan Spirit,en,1.658,2013-04-08,Balkan Spirit,5.7,3,Comedy,Drama,,,,
2079,False,['Documentary'],418874,tt3108970,0,0,Pop! The Science of Bubbles,en,0.915,2013-04-09,Pop! The Science of Bubbles,5.0,1,Documentary,,,,,
2080,False,"['Horror', 'Action', 'Science Fiction']",126962,tt1622991,2100000,0,Infected,en,3.492,2013-04-09,Infected,3.675,20,Action,Drama,Thriller,,,
2081,False,"['Action', 'Science Fiction', 'Adventure', 'Mystery']",75612,tt1483013,120000000,286168572,Oblivion,en,38.766,2013-04-10,Oblivion,6.607,9632,Documentary,Crime,Drama,,,
2082,False,"['Drama', 'Romance']",224468,tt2190796,0,0,Made in Belfast,en,1.828,2013-04-11,Made in Belfast,4.333,3,Drama,Thriller,Action,,,
2083,False,['Comedy'],4258,tt0795461,20000000,78378744,Scary Movie 5,en,60.523,2013-04-11,Scary Movie 5,4.822,2456,,,,,,
2084,False,['Comedy'],231145,tt2769276,0,0,Tom Papa: Freaked Out,en,1.787,2013-04-16,Tom Papa: Freaked Out,8.0,1,Action,Science Fiction,,,,
2085,False,['Documentary'],192738,tt2910440,0,0,War on Whistleblowers: Free Press and the National Security State,en,1.4,2013-04-19,War on Whistleblowers: Free Press and the National Security State,7.75,8,,,,,,
2086,False,['Comedy'],250555,tt3701506,0,0,Tommy Chong Presents Comedy at 420,en,2.064,2013-04-20,Tommy Chong Presents Comedy at 420,0.0,0,Action,Drama,,,,
2087,False,"['Drama', 'Music', 'Romance']",230010,tt2406478,0,0,Locomotive,en,0.6,2013-04-20,Locomotive,0.0,0,Fantasy,Horror,Action,Comedy,TV Movie,Science Fiction
2088,False,"['Action', 'Adventure']",251890,tt2828022,150000,0,ICE Agent,en,2.13,2013-04-22,ICE Agent,4.4,7,Thriller,Crime,,,,
