,tmdb_id,imdb_id,budget,revenue,original_language,release_date,tmdb_vote_average,tmdb_vote_count,genre,startYear,imdb_vote_average,imdb_vote_count
4013,481702,tt7676138,0,0,en,2016-10-28,5.9,7,Crime,2016,5.6,504
4014,481702,tt7676138,0,0,en,2016-10-28,5.9,7,Thriller,2016,5.6,504
4015,423412,tt4871018,0,0,en,2016-10-28,4.4,5,Thriller,2016,4.7,371
4017,423224,tt6158604,0,0,en,2016-10-28,7.0,2,Action,2016,5.9,224
4018,423224,tt6158604,0,0,en,2016-10-28,7.0,2,Adventure,2016,5.9,224
4019,423224,tt6158604,0,0,en,2016-10-28,7.0,2,Crime,2016,5.9,224
4022,410205,tt5937962,0,0,en,2016-11-04,7.5,13,Drama,2016,7.3,540
4026,329865,tt2543164,47000000,203388186,en,2016-11-10,7.575,15769,Drama,2016,7.9,698905
4028,329865,tt2543164,47000000,203388186,en,2016-11-10,7.575,15769,Crime,2016,7.9,698905
4031,340103,tt3976144,2700000,0,en,2016-11-11,5.496,491,Drama,2016,5.4,17942
4033,339396,tt1542768,40000000,0,en,2016-11-11,5.7620000000000005,700,Drama,2016,5.9,23315
4038,369885,tt3640424,85000000,119520023,en,2016-11-17,6.777,4096,Action,2016,7.1,159327
4041,376660,tt1878870,9000000,18803648,en,2016-11-18,7.174,3683,Family,2016,7.3,128749
4044,334541,tt4034228,9000000,78988148,en,2016-11-18,7.534,5103,Drama,2016,7.8,285419
4047,335797,tt3470600,75000000,634151679,en,2016-11-23,7.113,7103,Action,2016,7.1,172943
4048,335797,tt3470600,75000000,634151679,en,2016-11-23,7.113,7103,Crime,2016,7.1,172943
4049,335797,tt3470600,75000000,634151679,en,2016-11-23,7.113,7103,Drama,2016,7.1,172943
4050,335797,tt3470600,75000000,634151679,en,2016-11-23,7.113,7103,Thriller,2016,7.1,172943
4051,427648,tt2461340,0,0,en,2016-11-25,6.5,20,Action,2015,5.8,3889
4052,427648,tt2461340,0,0,en,2016-11-25,6.5,20,Thriller,2015,5.8,3889
4053,427648,tt2461340,0,0,en,2016-11-25,6.5,20,Crime,2015,5.8,3889
4057,313369,tt3783958,30000000,447407695,en,2016-11-29,7.8820000000000014,14812,Drama,2016,8.0,592117
4059,313369,tt3783958,30000000,447407695,en,2016-11-29,7.8820000000000014,14812,Thriller,2016,8.0,592117
4061,412205,tt5787384,0,0,en,2016-12-01,6.7,10,Drama,2016,6.5,599
4065,345920,tt4682786,36000000,88528280,en,2016-12-06,7.245,4999,Drama,2016,6.7,101397
4066,345920,tt4682786,36000000,88528280,en,2016-12-06,7.245,4999,Thriller,2016,6.7,101397
4069,324670,tt2106651,70000000,0,en,2016-12-09,6.42,1454,Drama,2016,6.3,60360
4070,324670,tt2106651,70000000,0,en,2016-12-09,6.42,1454,Mystery,2016,6.3,60360
4071,324670,tt2106651,70000000,0,en,2016-12-09,6.42,1454,Thriller,2016,6.3,60360
4076,311324,tt2034800,150000000,331957105,en,2016-12-16,5.9860000000000015,4495,Action,2016,5.9,137929
4077,311324,tt2034800,150000000,331957105,en,2016-12-16,5.9860000000000015,4495,Adventure,2016,5.9,137929
4081,423893,tt6288876,0,0,en,2016-12-18,6.3,54,Drama,2016,6.5,2501
4082,423893,tt6288876,0,0,en,2016-12-18,6.3,54,Thriller,2016,6.5,2501
4084,274870,tt1355644,110000000,303144152,en,2016-12-21,6.92,11870,Drama,2016,7.0,409484
4088,262841,tt3095734,125000000,64493915,en,2016-12-21,6.097,729,Action,2016,5.6,17622
4092,406492,tt5569560,0,0,en,2016-12-25,6.8,5,Thriller,2016,7.3,551
4097,431086,tt5612890,0,0,en,2016-12-30,4.6,13,Action,2016,5.4,441
4099,431086,tt5612890,0,0,en,2016-12-30,4.6,13,Crime,2016,5.4,441
4102,433018,tt5117484,0,0,en,2017-01-03,4.9,14,Crime,2017,3.5,706
4104,429238,tt5740806,0,0,en,2017-01-06,5.44,252,Family,2017,4.8,2814
4105,351281,tt4418398,0,0,en,2017-01-09,6.0,23,Drama,2016,5.1,1190
4109,433244,tt5577742,0,0,en,2017-01-13,5.318,359,Drama,2017,5.1,8393
4110,47971,tt1293847,85000000,346147658,en,2017-01-13,6.082000000000002,7918,Thriller,2017,5.2,93162
4113,435107,tt6387232,0,0,en,2017-01-14,7.199,153,Mystery,2017,6.4,3356
4114,435107,tt6387232,0,0,en,2017-01-14,7.199,153,Thriller,2017,6.4,3356
4122,419472,tt5539052,0,0,en,2017-01-22,5.523,242,Drama,2017,6.0,10947
4127,430830,tt6333064,0,0,en,2017-01-24,6.0,70,Drama,2017,6.5,4224
4128,426265,tt5826432,0,0,en,2017-01-24,5.78,123,Action,2017,6.0,2924
4129,426265,tt5826432,0,0,en,2017-01-24,5.78,123,Thriller,2017,6.0,2924
4130,346650,tt2962984,0,0,en,2017-01-24,4.894,123,Drama,2017,5.2,4744
4132,432789,tt5990342,0,0,en,2017-01-27,6.1720000000000015,180,Mystery,2017,6.5,8003
4134,180863,tt2763304,18000000,42067430,en,2017-01-27,6.944,2788,Drama,2017,7.2,125730
4136,426469,tt1105355,0,0,en,2017-02-03,7.38,25,Crime,2015,6.8,1300
4138,324849,tt4116284,80000000,311950384,en,2017-02-08,7.206,4321,Drama,2017,7.3,154174
4142,340837,tt4731136,40000000,26620002,en,2017-02-15,6.305,3406,Thriller,2016,6.4,100761
4143,340837,tt4731136,40000000,26620002,en,2017-02-15,6.305,3406,Drama,2016,6.4,100761
4144,345922,tt3401882,22000000,41087017,en,2017-02-16,6.098,1115,Drama,2017,5.6,43390
4145,442154,tt6455992,0,0,en,2017-02-18,6.3,34,Action,2017,6.5,1725
4146,442154,tt6455992,0,0,en,2017-02-18,6.3,34,Drama,2017,6.5,1725
4147,433247,tt4882376,24000000,0,en,2017-02-18,7.396,580,Drama,2017,7.2,18864
4148,494895,tt6360810,0,0,en,2017-02-20,6.5,18,Drama,2017,6.6,335
4149,340027,tt3704700,0,0,en,2017-02-22,7.1,1243,Mystery,2016,6.6,22254
4151,340027,tt3704700,0,0,en,2017-02-22,7.1,1243,Drama,2016,6.6,22254
4152,340027,tt3704700,0,0,en,2017-02-22,7.1,1243,Crime,2016,6.6,22254
4155,390051,tt4581576,10500000,261465,en,2017-02-28,5.7410000000000005,775,Drama,2017,5.7,25341
4157,480603,tt6149936,0,0,en,2017-03-01,5.808,52,Drama,2017,4.0,2012
4160,445004,tt6440810,0,0,en,2017-03-03,6.375,8,Action,2017,7.4,225
4161,445004,tt6440810,0,0,en,2017-03-03,6.375,8,Adventure,2017,7.4,225
4163,422553,tt4514646,0,0,en,2017-03-03,5.3,9,Drama,2017,5.5,328
4165,408272,tt5294198,0,0,en,2017-03-03,5.506,156,Drama,2016,5.9,6655
4168,461631,tt6523328,0,0,en,2017-03-06,7.3,6,Drama,2017,6.8,155
4169,425134,tt4795124,0,26251899,en,2017-03-06,6.947,552,Action,2017,6.0,16584
4172,425134,tt4795124,0,26251899,en,2017-03-06,6.947,552,Family,2017,6.0,16584
4173,293167,tt3731562,185000000,566652812,en,2017-03-08,6.505,9289,Family,2017,6.6,322327
4174,293167,tt3731562,185000000,566652812,en,2017-03-08,6.505,9289,Drama,2017,6.6,322327
4176,397442,tt3155328,0,0,en,2017-03-11,5.697,233,Thriller,2017,6.2,9622
4179,524034,tt7981318,8000,0,en,2017-03-12,5.563,8,Thriller,2017,6.0,373
4181,371638,tt3521126,10000000,29820616,en,2017-03-12,7.1179999999999986,3174,Thriller,2017,7.3,155585
4182,371638,tt3521126,10000000,29820616,en,2017-03-12,7.1179999999999986,3174,Action,2017,7.3,155585
4183,371638,tt3521126,10000000,29820616,en,2017-03-12,7.1179999999999986,3174,Adventure,2017,7.3,155585
4186,440777,tt5153860,2000000,22253,en,2017-03-16,6.364,70,Action,2016,4.3,1304
4187,440777,tt5153860,2000000,22253,en,2017-03-16,6.364,70,Thriller,2016,4.3,1304
4189,415086,tt5541848,273428,0,en,2017-03-16,6.975,302,Family,2017,7.2,29609
4193,448090,tt5769006,0,0,en,2017-03-18,5.8,18,Crime,2017,5.6,394
4194,395992,tt5442430,58000000,100541806,en,2017-03-22,6.419,6465,Drama,2017,6.6,233984
4198,417644,tt0493405,25000000,26800152,en,2017-03-23,6.1320000000000014,1115,Drama,2017,6.0,48745
4199,305470,tt3717490,105000000,142337240,en,2017-03-23,6.273,4007,Family,2017,5.9,109340
4203,305470,tt3717490,105000000,142337240,en,2017-03-23,6.273,4007,Adventure,2017,5.9,109340
4205,283591,tt3344694,0,152761,en,2017-03-23,7.335,239,Thriller,2016,6.7,7704
4206,283591,tt3344694,0,152761,en,2017-03-23,7.335,239,Action,2016,6.7,7704
4207,283591,tt3344694,0,152761,en,2017-03-23,7.335,239,Mystery,2016,6.7,7704
4210,401743,tt4842646,0,0,en,2017-03-24,6.104,197,Drama,2017,6.1,6840
4212,289222,tt1730768,20000000,26152835,en,2017-03-24,7.379,1356,Thriller,2017,7.0,44013
4214,289222,tt1730768,20000000,26152835,en,2017-03-24,7.379,1356,Drama,2017,7.0,44013
4216,315837,tt1219827,110000000,169801921,en,2017-03-29,6.0520000000000005,7274,Drama,2017,6.3,217146
4217,315837,tt1219827,110000000,169801921,en,2017-03-29,6.0520000000000005,7274,Mystery,2017,6.3,217146
4219,416477,tt5462602,5000000,56303596,en,2017-03-30,7.34,2141,Drama,2017,7.5,137002
4220,408616,tt4826674,0,0,en,2017-03-30,6.511,45,Drama,2016,6.7,1904
4225,406104,tt4694518,0,0,en,2017-03-31,5.692,39,Adventure,2016,5.6,1383
4228,418833,tt4119054,0,0,en,2017-04-01,6.8,12,Crime,2017,6.5,368
4229,418833,tt4119054,0,0,en,2017-04-01,6.8,12,Thriller,2017,6.5,368
4230,440397,tt3499358,0,0,en,2017-04-03,5.3,28,Adventure,2017,3.4,790
4231,440397,tt3499358,0,0,en,2017-04-03,5.3,28,Drama,2017,3.4,790
4232,440397,tt3499358,0,0,en,2017-04-03,5.3,28,Thriller,2017,3.4,790
4237,462392,tt6032878,0,0,en,2017-04-08,6.5,14,Thriller,2017,5.4,464
4238,462392,tt6032878,0,0,en,2017-04-08,6.5,14,Drama,2017,5.4,464
4239,447419,tt6079060,0,0,en,2017-04-09,4.7,5,Thriller,2017,5.3,390
4241,402542,tt5704912,0,0,en,2017-04-12,6.7,21,Drama,2017,5.5,626
4243,337339,tt4630562,250000000,1238764765,en,2017-04-12,6.894,9229,Family,2017,6.6,234379
4246,443700,tt4556370,0,0,en,2017-04-14,4.936,110,Family,2017,3.9,3914
4247,443700,tt4556370,0,0,en,2017-04-14,4.936,110,Mystery,2017,3.9,3914
4248,419700,tt5893332,0,0,en,2017-04-14,5.513,470,Action,2017,5.2,17531
4250,419700,tt5893332,0,0,en,2017-04-14,5.513,470,Adventure,2017,5.2,17531
4254,502298,tt6710214,0,0,en,2017-04-22,6.367000000000001,30,Adventure,2017,5.9,1549
4257,449387,tt6436254,0,0,en,2017-04-25,6.5,2,Family,2017,7.4,108
4258,455732,tt6628790,0,0,en,2017-04-27,6.357,15,Drama,2017,5.4,839
4259,455732,tt6628790,0,0,en,2017-04-27,6.357,15,Thriller,2017,5.4,839
4262,411405,tt5717492,0,0,en,2017-04-28,5.345,232,Mystery,2017,5.8,8400
4263,411405,tt5717492,0,0,en,2017-04-28,5.345,232,Thriller,2017,5.8,8400
4265,455601,tt6264596,0,0,en,2017-05-02,5.3,17,Action,2017,6.2,961
4267,455601,tt6264596,0,0,en,2017-05-02,5.3,17,Adventure,2017,6.2,961
4274,487047,tt5814408,0,0,en,2017-05-06,6.5,50,Thriller,2017,5.1,405
4275,487047,tt5814408,0,0,en,2017-05-06,6.5,50,Crime,2017,5.1,405
4276,301355,tt1712192,10000000,315132,en,2017-05-10,6.216,384,Thriller,2016,6.4,16927
4278,301355,tt1712192,10000000,315132,en,2017-05-10,6.216,384,Drama,2016,6.4,16927
4280,460096,tt5834588,0,0,en,2017-05-11,4.79,31,Action,2017,5.5,785
4282,460096,tt5834588,0,0,en,2017-05-11,4.79,31,Crime,2017,5.5,785
4283,460096,tt5834588,0,0,en,2017-05-11,4.79,31,Drama,2017,5.5,785
4284,405775,tt4218696,3000000,4500000,en,2017-05-12,6.299,760,Action,2017,6.2,27881
4286,382883,tt4627352,0,0,en,2017-05-12,6.4129999999999985,63,Action,2016,6.8,3428
4287,382883,tt4627352,0,0,en,2017-05-12,6.4129999999999985,63,Crime,2016,6.8,3428
4291,369894,tt5195412,0,798214,en,2017-05-19,6.104,350,Family,2016,6.3,17165
4294,523307,tt6241768,0,0,en,2017-05-20,4.0,14,Family,2017,3.2,397
4299,450594,tt6400614,0,0,en,2017-05-23,6.277,112,Drama,2017,7.0,8285
4301,339846,tt1469304,69000000,177856751,en,2017-05-25,6.105,7234,Drama,2017,5.5,188829
4302,354287,tt4758646,60000000,0,en,2017-05-26,5.562,971,Thriller,2017,6.0,47474
4306,76812,tt2090465,0,0,en,2017-05-26,6.218,464,Crime,2017,6.1,14078
4308,456191,tt6948128,0,0,en,2017-05-27,6.6,29,Crime,2016,6.5,1634
4310,456824,tt6182054,0,0,en,2017-05-29,4.0,10,Drama,2017,2.8,361
4315,268531,tt2091256,38000000,125427681,en,2017-06-01,6.235,1024,Drama,2017,6.2,29265
4317,462996,tt6261048,0,407871,en,2017-06-02,7.545,11,Drama,2017,6.5,621
4322,282035,tt2345759,125000000,409231607,en,2017-06-06,5.504,6442,Thriller,2017,5.4,192316
4323,456508,tt5588850,0,0,en,2017-06-08,6.435,247,Drama,2017,5.6,1088
4324,302150,tt2674358,17000000,0,en,2017-06-08,5.738,328,Action,2017,5.5,9777
4325,302150,tt2674358,17000000,0,en,2017-06-08,5.738,328,Thriller,2017,5.5,9777
4326,457962,tt1386691,0,0,en,2017-06-09,5.858,359,Drama,2017,6.3,15319
4328,418078,tt4695012,5000000,19280931,en,2017-06-09,5.829,2052,Adventure,2017,6.2,95545
4329,418078,tt4695012,5000000,19280931,en,2017-06-09,5.829,2052,Family,2017,6.2,95545
4331,455479,tt6330514,0,0,en,2017-06-11,6.04,50,Family,2017,6.3,2398
4333,455479,tt6330514,0,0,en,2017-06-11,6.04,50,Action,2017,6.3,2398
4334,455479,tt6330514,0,0,en,2017-06-11,6.04,50,Adventure,2017,6.3,2398
4337,397422,tt4799050,20000000,45056771,en,2017-06-15,5.697,1825,Drama,2017,5.2,53015
4338,397422,tt4799050,20000000,45056771,en,2017-06-15,5.697,1825,Crime,2017,5.2,53015
4339,397422,tt4799050,20000000,45056771,en,2017-06-15,5.697,1825,Thriller,2017,5.2,53015
4346,412105,tt5539054,0,0,en,2017-06-19,5.641,1594,Mystery,2017,4.7,13465
4347,412105,tt5539054,0,0,en,2017-06-19,5.641,1594,Thriller,2017,4.7,13465
4349,339877,tt3262342,5500000,42187665,en,2017-06-22,8.052,2184,Thriller,2017,7.8,58908
4351,316154,tt4334266,6000000,180851,en,2017-06-23,5.251,921,Drama,2016,5.2,32495
4353,315064,tt4155534,0,0,en,2017-06-23,6.3,157,Thriller,2017,5.8,3580
4354,463252,tt6928060,0,0,en,2017-06-24,7.175,63,Action,2017,6.2,1968
4359,387426,tt3967856,50000000,0,en,2017-06-28,7.401,3807,Drama,2017,7.3,123242
4361,345914,tt4481514,40000000,34200000,en,2017-06-29,5.624,800,Drama,2017,5.6,45094
4362,345914,tt4481514,40000000,34200000,en,2017-06-29,5.624,800,Thriller,2017,5.6,45094
4368,456048,tt6143568,6000000,17544173,en,2017-07-11,4.8,298,Thriller,2017,4.5,12730
4369,456048,tt6143568,6000000,17544173,en,2017-07-11,4.8,298,Mystery,2017,4.5,12730
4370,428501,tt6333056,0,128015,en,2017-07-14,6.955,55,Crime,2017,7.4,3927
4371,428501,tt6333056,0,128015,en,2017-07-14,6.955,55,Thriller,2017,7.4,3927
4376,374720,tt5013056,100000000,527000000,en,2017-07-19,7.457999999999998,14682,Drama,2017,7.8,662745
4379,467862,tt7158418,0,0,en,2017-07-20,7.2,4,Drama,2017,6.5,218
4380,417870,tt3564472,19000000,140376621,en,2017-07-21,6.8370000000000015,1362,Crime,2017,6.2,38255
4381,417870,tt3564472,19000000,140376621,en,2017-07-21,6.8370000000000015,1362,Drama,2017,6.2,38255
4385,95608,tt0460890,0,2550321,en,2017-07-27,6.332999999999998,266,Thriller,2017,6.3,15307
4386,424510,tt6212496,0,0,en,2017-07-29,6.158,57,Drama,2017,6.2,3492
4387,495928,tt5242920,0,0,en,2017-07-31,8.0,4,Action,2017,4.6,160
4388,495928,tt5242920,0,0,en,2017-07-31,8.0,4,Crime,2017,4.6,160
4389,495928,tt5242920,0,0,en,2017-07-31,8.0,4,Thriller,2017,4.6,160
4393,461053,tt6014472,0,0,en,2017-08-01,5.841,312,Drama,2017,4.6,3923
4396,396422,tt5140878,15000000,306515884,en,2017-08-03,6.59,4968,Drama,2017,6.5,136917
4397,395834,tt5362988,11000000,44998252,en,2017-08-03,7.4289999999999985,4439,Action,2017,7.7,254932
4399,395834,tt5362988,11000000,44998252,en,2017-08-03,7.4289999999999985,4439,Adventure,2017,7.7,254932
4401,353491,tt1648190,60000000,113231078,en,2017-08-03,5.676,4470,Thriller,2017,5.6,140089
4402,353491,tt1648190,60000000,113231078,en,2017-08-03,5.676,4470,Crime,2017,5.6,140089
4407,346671,tt2937366,0,0,en,2017-08-08,5.622999999999998,823,Crime,2017,5.7,21949
4408,346671,tt2937366,0,0,en,2017-08-08,5.622999999999998,823,Mystery,2017,5.7,21949
4409,346671,tt2937366,0,0,en,2017-08-08,5.622999999999998,823,Thriller,2017,5.7,21949
4418,462036,tt4537888,0,0,en,2017-08-18,4.923,111,Drama,2017,4.5,3235
4420,406990,tt1536537,20000000,27975429,en,2017-08-18,7.1770000000000005,5440,Family,2017,6.8,125035
4421,406990,tt1536537,20000000,27975429,en,2017-08-18,7.1770000000000005,5440,Adventure,2017,6.8,125035
4428,482906,tt7444708,0,0,en,2017-08-21,5.9,10,Drama,2017,4.9,192
4429,470370,tt6145612,0,482723,en,2017-08-22,6.7,11,Drama,2017,6.0,232
4431,454699,tt6572702,0,26441892,en,2017-08-24,6.0,294,Drama,2017,4.8,5059
4438,483010,tt6185286,0,0,en,2017-08-25,6.6560000000000015,45,Drama,2017,6.8,3285
4441,351460,tt1241317,40000000,0,en,2017-08-25,4.231,3611,Drama,2017,4.6,85969
4443,391713,tt4925292,10000000,78966486,en,2017-09-01,7.272,7403,Adventure,2017,7.4,294162
4445,391713,tt4925292,10000000,78966486,en,2017-09-01,7.272,7403,Family,2017,7.4,294162
4448,469019,tt7214762,0,0,en,2017-09-05,7.542000000000002,583,Drama,2017,7.6,26581
4453,501718,tt6035294,0,0,en,2017-09-07,6.82,25,Thriller,2017,7.1,2200
4463,423949,tt2338454,0,0,en,2017-09-11,5.971,779,Drama,2017,5.6,19787
4466,472338,tt5534434,0,0,en,2017-09-12,5.694,209,Adventure,2017,5.5,6258
4469,472338,tt5534434,0,0,en,2017-09-12,5.694,209,Family,2017,5.5,6258
4474,415842,tt1961175,33000000,67200000,en,2017-09-14,6.392,2629,Crime,2017,6.2,84063
4477,577440,tt5112692,0,0,en,2017-09-16,4.0,2,Family,2017,5.5,195
4479,577440,tt5112692,0,0,en,2017-09-16,4.0,2,Drama,2017,5.5,195
4483,468844,tt6115392,0,0,en,2017-09-17,6.9,10,Drama,2017,5.5,233
4486,396371,tt4209788,30000000,59284015,en,2017-09-20,7.146,3264,Action,2017,7.4,174692
4487,274862,tt3014284,70000000,123081555,en,2017-09-21,6.5,855,Action,2017,6.0,26979
4488,274862,tt3014284,70000000,123081555,en,2017-09-21,6.5,855,Adventure,2017,6.0,26979
4494,423414,tt5833186,0,0,en,2017-09-22,5.7,44,Drama,2017,5.8,1998
4498,398175,tt5657856,10000000,0,en,2017-09-23,6.981,1130,Family,2017,7.1,68367
4499,398175,tt5657856,10000000,0,en,2017-09-23,6.981,1130,Adventure,2017,7.1,68367
4505,511454,tt7321504,0,0,en,2017-09-26,6.0,4,Drama,2017,6.2,231
4506,511454,tt7321504,0,0,en,2017-09-26,6.0,4,Crime,2017,6.2,231
4507,511454,tt7321504,0,0,en,2017-09-26,6.0,4,Thriller,2017,6.2,231
4509,55341,tt1139592,6200000,3600000,en,2017-09-26,4.925,727,Crime,2017,3.9,23361
4510,55341,tt1139592,6200000,3600000,en,2017-09-26,4.925,727,Drama,2017,3.9,23361
4511,400710,tt2039338,19000000,45158254,en,2017-09-28,5.687,2063,Adventure,2017,5.2,48073
4512,400710,tt2039338,19000000,45158254,en,2017-09-28,5.687,2063,Action,2017,5.2,48073
4516,379149,tt1615160,35000000,145374099,en,2017-09-28,6.933,2197,Drama,2017,7.0,116295
4518,478280,tt4554186,0,0,en,2017-09-29,3.9,10,Drama,2017,4.1,410
4526,479924,tt4041476,0,0,en,2017-10-03,5.615,13,Drama,2017,4.3,518
4532,457262,tt6262764,3400000,0,en,2017-10-03,6.152,428,Drama,2017,5.5,3622
4533,457262,tt6262764,3400000,0,en,2017-10-03,6.152,428,Thriller,2017,5.5,3622
4539,425972,tt3860916,0,56385,en,2017-10-06,6.4,1509,Action,2017,6.3,44549
4540,425972,tt3860916,0,56385,en,2017-10-06,6.4,1509,Thriller,2017,6.3,44549
4541,394117,tt5649144,2000000,11303040,en,2017-10-06,7.4129999999999985,2352,Mystery,2017,7.6,116349
4542,394117,tt5649144,2000000,11303040,en,2017-10-06,7.4129999999999985,2352,Crime,2017,7.6,116349
4543,394117,tt5649144,2000000,11303040,en,2017-10-06,7.4129999999999985,2352,Thriller,2017,7.6,116349
4546,473334,tt6264954,0,0,en,2017-10-08,6.989,43,Action,2017,7.1,1999
4548,433808,tt5638642,1000000,1786396,en,2017-10-11,6.2170000000000005,2485,Mystery,2017,6.3,103493
4549,433808,tt5638642,1000000,1786396,en,2017-10-11,6.2170000000000005,2485,Thriller,2017,6.3,103493
4552,393345,tt3280262,6500000,2200000,en,2017-10-12,5.824,1058,Adventure,2017,5.2,26498
4554,393345,tt3280262,6500000,2200000,en,2017-10-12,5.824,1058,Family,2017,5.2,26498
4556,419479,tt4225622,0,0,en,2017-10-13,6.1160000000000005,3099,Crime,2017,6.3,95867
4557,419479,tt4225622,0,0,en,2017-10-13,6.1160000000000005,3099,Drama,2017,6.3,95867
4558,419479,tt4225622,0,0,en,2017-10-13,6.1160000000000005,3099,Action,2017,6.3,95867
4561,407445,tt5716464,0,477815,en,2017-10-13,7.4460000000000015,653,Mystery,2017,7.1,23138
4562,407445,tt5716464,0,477815,en,2017-10-13,7.4460000000000015,653,Thriller,2017,7.1,23138
4568,489567,tt7557686,0,0,en,2017-10-14,5.409,23,Action,2017,4.8,417
4569,489567,tt7557686,0,0,en,2017-10-14,5.409,23,Thriller,2017,4.8,417
4570,489567,tt7557686,0,0,en,2017-10-14,5.409,23,Mystery,2017,4.8,417
4573,586294,tt4230078,0,0,en,2017-10-18,6.5,4,Drama,2017,4.6,418
4575,840146,tt4871342,0,0,en,2017-10-20,4.0,2,Thriller,2017,5.5,137
4576,471014,tt5723286,0,0,en,2017-10-20,6.108,538,Thriller,2017,6.4,21053
4581,458991,tt5239942,0,0,en,2017-10-20,7.0,49,Drama,2017,7.0,2622
4585,399057,tt5715874,0,7027336,en,2017-10-20,7.009,3116,Drama,2017,7.0,157427
4587,397601,tt5253282,0,106212,en,2017-10-20,7.1370000000000005,135,Drama,2017,6.8,5198
4592,467597,tt5963132,0,0,en,2017-10-26,4.0,3,Drama,2017,5.2,357
4593,395458,tt0491175,25000000,12751667,en,2017-10-26,5.87,1514,Adventure,2017,5.8,45038
4594,395458,tt0491175,25000000,12751667,en,2017-10-26,5.87,1514,Drama,2017,5.8,45038
4595,395458,tt0491175,25000000,12751667,en,2017-10-26,5.87,1514,Family,2017,5.8,45038
4599,445954,tt6288694,10000000,320705,en,2017-10-27,5.893,476,Action,2017,5.7,12650
4600,445954,tt6288694,10000000,320705,en,2017-10-27,5.893,476,Family,2017,5.7,12650
4610,485623,tt8764448,0,0,en,2017-11-03,6.2,4,Drama,2017,6.1,186
4611,466485,tt7518466,0,0,en,2017-11-03,7.042999999999998,150,Thriller,2017,7.1,5797
4612,466485,tt7518466,0,0,en,2017-11-03,7.042999999999998,150,Drama,2017,7.1,5797
4614,419709,tt6018306,0,0,en,2017-11-03,6.752999999999999,372,Drama,2017,6.9,26282
4616,353575,tt4778988,0,0,en,2017-11-03,6.4220000000000015,128,Drama,2016,6.5,7080
4618,346648,tt4468740,40000000,227300000,en,2017-11-09,7.5,1892,Drama,2017,7.8,81190
4619,426240,tt3212026,0,0,en,2017-11-10,4.9,11,Drama,2017,5.0,280
4620,426240,tt3212026,0,0,en,2017-11-10,4.9,11,Thriller,2017,5.0,280
4621,413990,tt3672120,10000000,0,en,2017-11-10,4.936,109,Drama,2017,5.4,5132
4623,479607,tt6958760,0,0,en,2017-11-12,6.033,45,Action,2017,6.7,1654
4626,484586,tt4588594,0,0,en,2017-11-13,5.8,16,Thriller,2017,3.8,557
4627,484586,tt4588594,0,0,en,2017-11-13,5.8,16,Crime,2017,3.8,557
4631,483104,tt7608418,0,0,en,2017-11-17,6.635,1339,Family,2017,5.8,20525
4634,435129,tt3901826,0,312381,en,2017-11-17,7.917999999999998,682,Drama,2017,7.7,26135
4635,435129,tt3901826,0,312381,en,2017-11-17,7.917999999999998,682,Family,2017,7.7,26135
4640,487719,tt5457926,0,0,en,2017-11-25,5.0,6,Crime,2017,4.7,3278
4641,487719,tt5457926,0,0,en,2017-11-25,5.0,6,Drama,2017,4.7,3278
4642,487719,tt5457926,0,0,en,2017-11-25,5.0,6,Family,2017,4.7,3278
4649,474977,tt7440948,0,0,en,2017-12-02,6.7,87,Drama,2017,6.5,2745
4652,480572,tt6204340,0,87465,en,2017-12-07,4.921,456,Drama,2017,5.4,10628
4655,389015,tt5580036,11000000,53939297,en,2017-12-08,7.513,5038,Drama,2017,7.5,218965
4662,449755,tt7608534,10000000,0,en,2017-12-15,6.315,767,Action,2017,5.7,12468
4663,449755,tt7608534,10000000,0,en,2017-12-15,6.315,767,Adventure,2017,5.7,12468
4666,353616,tt4765284,45000000,184724494,en,2017-12-20,6.565,3008,Drama,2017,5.8,65625
